onset	duration	trial_type	response
1.046	2.5226	start_pseudoword	other
4.0945	2.0321	pseudoword	hit
6.6293	2.0234	pseudoword	hit
9.1552	2.0237	pseudoword	hit
11.6814	2.023	pseudoword	hit
14.2072	2.0229	pseudoword	hit
16.23	2.5235	start_word	other
19.2562	2.0231	word	hit
21.7821	2.023	word	hit
24.308	2.023	word	incorrect
26.8338	2.0226	word	hit
29.3818	2.0228	word	hit
31.4046	2.523	start_random_string	other
34.4305	2.0242	random_string	hit
36.9573	2.0237	random_string	hit
39.4839	2.0237	random_string	hit
42.0102	2.0238	random_string	hit
44.5368	2.0228	random_string	hit
46.5596	20.0226	Bfix	other
66.5989	2.5231	start_pseudoword	other
69.6248	2.0226	pseudoword	hit
72.1724	2.0228	pseudoword	hit
74.6988	2.0231	pseudoword	hit
77.2246	2.0234	pseudoword	hit
79.7508	2.0228	pseudoword	hit
81.7737	2.5231	start_word	other
84.7998	2.0226	word	hit
87.3475	2.0231	word	hit
89.8731	2.0226	word	hit
92.4205	2.023	word	hit
94.9463	2.0228	word	hit
96.969	2.5226	start_random_string	other
100.0167	2.0234	random_string	hit
102.5428	2.023	random_string	hit
105.0684	2.0234	random_string	hit
107.5947	2.0226	random_string	hit
110.1426	2.0227	random_string	hit
112.1653	20.0228	Bfix	other
132.1881	2.5234	start_random_string	other
135.2142	2.0231	random_string	hit
137.7401	2.0231	random_string	hit
140.2659	2.0236	random_string	hit
142.7922	2.0233	random_string	hit
145.3183	2.0228	random_string	hit
147.3412	2.5231	start_pseudoword	other
150.3669	2.0231	pseudoword	hit
152.8929	2.0226	pseudoword	hit
155.4405	2.0226	pseudoword	hit
157.9881	2.0226	pseudoword	hit
160.5354	2.0228	pseudoword	incorrect
162.5582	2.5231	start_word	other
165.584	2.0231	word	hit
168.1097	2.0231	word	hit
170.6352	2.0231	word	hit
173.1608	2.0233	word	incorrect
175.6867	2.0227	word	hit
177.7094	20.0228	Bfix	other
197.7322	2.5231	start_pseudoword	other
200.758	2.0231	pseudoword	hit
203.2838	2.0226	pseudoword	hit
205.8315	2.0231	pseudoword	hit
208.3572	2.0226	pseudoword	hit
210.9047	2.0226	pseudoword	hit
212.944	2.5231	start_word	other
215.9697	2.0231	word	hit
218.4956	2.0226	word	hit
221.0433	2.0233	word	hit
223.5692	2.0226	word	hit
226.1169	2.0228	word	hit
228.1397	2.5232	start_random_string	other
231.1654	2.0231	random_string	hit
233.6911	2.0231	random_string	hit
236.2168	2.0235	random_string	hit
238.7431	2.0231	random_string	hit
241.2688	2.0226	random_string	hit
243.3081	20.0226	Bfix	other
263.3474	2.523	start_word	other
266.3732	2.0226	word	hit
268.9209	2.023	word	hit
271.4467	2.0231	word	hit
273.9725	2.023	word	incorrect
276.498	2.0228	word	hit
278.5207	2.5231	start_random_string	other
281.5465	2.0231	random_string	hit
284.0725	2.023	random_string	hit
286.5981	2.0231	random_string	hit
289.124	2.0232	random_string	hit
291.6498	2.0228	random_string	hit
293.6725	2.5226	start_pseudoword	other
296.7202	2.023	pseudoword	hit
299.2459	2.0231	pseudoword	hit
301.7717	2.0231	pseudoword	hit
304.2975	2.0226	pseudoword	incorrect
306.8452	2.0226	pseudoword	hit
308.8845	20.0228	Bfix	other
328.9073	2.523	start_random_string	other
331.9332	2.0231	random_string	hit
334.459	2.0231	random_string	hit
336.9846	2.0226	random_string	hit
339.532	2.0226	random_string	hit
342.0798	2.0228	random_string	hit
344.1026	2.523	start_pseudoword	other
347.1282	2.0231	pseudoword	miss
349.654	2.0231	pseudoword	hit
352.1799	2.0231	pseudoword	hit
354.7057	2.0231	pseudoword	hit
357.2315	2.0228	pseudoword	hit
359.2543	2.5231	start_word	other
362.2802	2.0226	word	hit
364.8279	2.023	word	hit
367.3535	2.0231	word	hit
369.8793	2.0231	word	hit
372.4051	2.0227	word	hit
374.4278	7.1223	Bfix	other
