onset	duration	trial_type	response
0.0236	2.5226	start_pseudoword	other
3.0715	2.0231	pseudoword	hit
5.5973	2.0231	pseudoword	hit
8.1231	2.0226	pseudoword	hit
10.6707	2.0231	pseudoword	hit
13.1964	2.0228	pseudoword	hit
15.2193	2.523	start_word	other
18.2452	2.0231	word	hit
20.771	2.0231	word	incorrect
23.2965	2.0231	word	hit
25.8223	2.0231	word	hit
28.3479	2.0228	word	hit
30.3706	2.5231	start_random_string	other
33.3964	2.0234	random_string	hit
35.9225	2.023	random_string	hit
38.4481	2.0234	random_string	hit
40.9742	2.0231	random_string	hit
43.5001	2.0228	random_string	hit
45.5229	20.0228	Bfix	other
65.5457	2.5231	start_word	other
68.5715	2.023	word	hit
71.0972	2.0226	word	hit
73.6448	2.023	word	hit
76.1706	2.0231	word	hit
78.6963	2.0228	word	hit
80.7191	2.5231	start_random_string	other
83.745	2.0231	random_string	hit
86.2709	2.0231	random_string	hit
88.7969	2.0231	random_string	hit
91.3224	2.0226	random_string	hit
93.8699	2.0226	random_string	hit
95.9092	2.5231	start_pseudoword	other
98.935	2.0231	pseudoword	incorrect
101.4609	2.0226	pseudoword	hit
104.0086	2.0231	pseudoword	hit
106.5344	2.0226	pseudoword	incorrect
109.0822	2.0227	pseudoword	hit
111.1049	20.0228	Bfix	other
131.1277	2.5226	start_random_string	other
134.1755	2.0231	random_string	hit
136.7013	2.0231	random_string	hit
139.227	2.0232	random_string	hit
141.7526	2.0232	random_string	hit
144.2788	2.0228	random_string	hit
146.3016	2.5231	start_word	other
149.3274	2.0226	word	incorrect
151.875	2.0231	word	hit
154.4008	2.0231	word	hit
156.9265	2.0231	word	hit
159.4524	2.0228	word	hit
161.4752	2.5231	start_pseudoword	other
164.5011	2.023	pseudoword	hit
167.027	2.0227	pseudoword	hit
169.5747	2.023	pseudoword	hit
172.1005	2.0231	pseudoword	hit
174.6265	2.0227	pseudoword	hit
176.6492	20.0228	Bfix	other
196.672	2.5226	start_word	other
199.7198	2.0231	word	hit
202.2456	2.0231	word	hit
204.7714	2.0226	word	hit
207.3186	2.0231	word	hit
209.8444	2.0228	word	hit
211.8673	2.5226	start_pseudoword	other
214.9148	2.0231	pseudoword	hit
217.4405	2.0226	pseudoword	hit
219.9881	2.0231	pseudoword	hit
222.514	2.0231	pseudoword	hit
225.0395	2.0228	pseudoword	hit
227.0623	2.5226	start_random_string	other
230.1101	2.0231	random_string	hit
232.6356	2.0231	random_string	hit
235.1614	2.0231	random_string	hit
237.6871	2.0231	random_string	hit
240.213	2.0227	random_string	hit
242.2357	20.0228	Bfix	other
262.2585	2.5231	start_pseudoword	other
265.2844	2.0231	pseudoword	hit
267.8103	2.0226	pseudoword	hit
270.3578	2.0231	pseudoword	hit
272.8835	2.0226	pseudoword	hit
275.4312	2.0228	pseudoword	miss
277.454	2.5231	start_random_string	other
280.4799	2.0231	random_string	hit
283.0059	2.0226	random_string	hit
285.5537	2.0231	random_string	hit
288.0796	2.0231	random_string	hit
290.6054	2.0228	random_string	hit
292.6282	2.5231	start_word	other
295.654	2.0231	word	hit
298.1798	2.0231	word	hit
300.7056	2.0231	word	miss
303.2313	2.0226	word	hit
305.7789	2.0227	word	hit
307.8016	20.0228	Bfix	other
327.8244	2.5226	start_random_string	other
330.872	2.0231	random_string	hit
333.3977	2.0231	random_string	hit
335.9236	2.0233	random_string	hit
338.45	2.0231	random_string	hit
340.9758	2.0229	random_string	hit
342.9986	2.5231	start_pseudoword	other
346.0244	2.0231	pseudoword	hit
348.5504	2.0226	pseudoword	hit
351.0981	2.0232	pseudoword	hit
353.624	2.0231	pseudoword	hit
356.1499	2.0228	pseudoword	hit
358.1727	2.5231	start_word	other
361.1984	2.0231	word	incorrect
363.7245	2.0226	word	hit
366.2719	2.0232	word	hit
368.7978	2.0231	word	hit
371.3237	2.0226	word	hit
373.363	7.1685	Bfix	other
