onset	duration	trial_type	score
11.082	4.652	food	44
17.814	5.273	food	41
25.963	3.905	food	65
30.879	3.726	food	79
35.878	2.88	food	1
39.644	2.812	food	1
43.177	2.287	food	79
47.943	3.571	food	44
55.675	2.921	food	100
62.824	4.43	food	27
69.54	3.035	food	1
75.989	3.543	food	72
81.872	4.765	food	37
89.187	3.208	food	1
96.686	1.905	food	100
102.402	4.534	food	39
110.418	2.773	food	100
115.4	3.497	food	100
121.516	4.108	food	50
126.416	2.921	food	1
129.932	3.178	food	62
134.314	2.675	food	80
139.397	1.944	food	100
144.03	2.579	food	19
149.629	3.282	food	46
154.462	3.379	food	49
158.994	2.554	food	1
165.51	2.93	food	1
172.459	2.147	food	1
176.225	4.3	food	87
182.541	2.712	food	1
188.407	2.717	food	1
192.806	3.688	food	37
200.239	2.271	food	77
205.721	1.715	food	90
207.971	2.564	food	100
211.604	1.65	food	100
215.403	1.826	food	95
218.653	2.426	food	100
223.835	2.559	food	1
230.751	1.808	food	95
236.65	4.169	food	1
244.366	2.751	food	1
250.998	1.869	food	62
254.214	2.831	food	100
258.514	2.472	food	100
265.413	3.163	food	30
269.529	2.446	food	1
273.795	3.75	food	49
281.161	3.452	food	34
287.426	3.09	food	45
292.392	2.468	food	1
297.942	3.973	food	100
305.274	4.979	food	1
313.539	4.887	food	1
322.122	3.061	food	77
325.854	4.121	food	49
331.72	2.894	food	1
336.57	2.285	food	36
341.819	2.689	food	77
