onset	duration	trial_type	score
9.6	4.394	house	40
18.282	4.337	house	92
26.165	4.886	house	42
34.197	4.201	house	1
42.229	3.104	house	1
47.212	4.625	house	28
54.927	3.974	house	71
62.393	3.213	house	1
70.042	2.457	house	1
74.441	5.624	house	65
83.823	5.06	house	37
93.105	2.678	house	100
97.388	2.557	house	50
102.904	3.973	house	1
111.369	3.325	house	60
115.302	3.07	house	100
119.368	3.159	house	1
126.484	4.642	house	49
135.216	3.27	house	1
139.282	2.32	house	100
142.732	5.235	house	41
151.18	4.179	house	44
159.713	3.074	house	11
164.062	4.573	house	87
172.044	4.896	house	52
177.61	5.145	house	51
185.642	4.955	house	40
194.624	4.415	house	1
201.323	2.174	house	100
205.839	5.612	house	37
214.005	3.004	house	100
217.538	3.91	house	49
223.654	3.486	house	100
228.203	5.186	house	72
236.668	5.042	house	73
244.117	2.89	house	1
248.4	2.683	house	1
254.783	5.999	house	46
262.532	5.626	house	50
270.23	3.58	house	100
275.963	3.824	house	49
280.729	3.234	house	1
287.311	5.269	house	13
295.06	2.612	house	1
300.36	2.839	house	1
307.359	1.681	house	1
312.924	2.339	house	100
316.807	3.125	house	36
321.14	2.195	house	100
324.073	2.373	house	1
329.206	3.974	house	1
334.655	2.209	house	83
339.687	2.922	house	1
343.953	3.832	house	78
349.803	3.919	house	36
355.535	5.2	house	20
364.351	2.672	house	1
367.883	3.258	house	61
372.833	4.689	house	100
380.132	4.613	house	49
