onset	duration	trial_type	score
10.158	5.19	face	1
19.573	5.221	face	73
26.472	4.578	face	15
32.788	2.441	face	1
38.171	4.362	face	53
46.903	4.783	face	43
52.686	3.101	face	66
58.535	3.216	face	76
62.817	5.325	face	80
70.283	2.881	face	65
74.099	3.01	face	85
81.531	4.402	face	58
89.48	2.315	face	100
93.147	4.289	face	42
100.129	5.28	face	54
106.628	4.938	face	92
112.227	2.621	face	74
115.977	3.733	face	80
122.726	4.76	face	74
130.108	7.384	face	1
139.707	5.728	face	41
146.039	5.635	face	46
155.954	5.228	face	99
161.987	4.236	face	56
166.753	4.496	face	1
175.002	4.146	face	23
183.251	2.117	face	71
188.983	2.858	face	42
194.716	3.512	face	1
201.048	2.43	face	1
205.764	1.848	face	1
209.097	4.05	face	35
217.046	2.765	face	71
221.895	8.83	face	8
234.21	3.453	face	54
241.359	3.703	face	54
246.875	3.987	face	23
253.957	3.357	face	59
260.673	3.039	face	44
267.006	2.96	face	37
273.188	3.297	face	40
280.987	2.727	face	22
285.253	4.919	face	84
291.585	2.882	face	1
298.285	3.62	face	34
303.517	2.411	face	70
309.9	3.967	face	1
316.415	2.703	face	1
321.465	2.873	face	65
325.614	3.651	face	9
331.68	2.921	face	1
335.463	2.229	face	5
339.645	1.992	face	1
342.378	1.566	face	1
347.094	3.601	face	57
353.177	2.664	face	85
359.259	4.006	face	57
365.275	5.341	face	74
374.757	3.492	face	18
380.123	4.787	face	42
