onset	duration	trial_type	score
10.501	3.003	food	20
15.45	3.374	food	3
22.849	4.238	food	86
28.565	3.276	food	33
33.248	3.395	food	24
40.464	2.817	food	85
43.813	1.814	food	93
49.046	2.285	food	27
55.761	3.045	food	29
62.777	2.172	food	39
68.243	3.209	food	7
75.742	2.92	food	68
79.541	2.248	food	1
82.991	3.266	food	90
88.607	4.632	food	1
96.189	5.27	food	99
103.688	3.977	food	1
110.42	2.419	food	74
114.17	3.549	food	3
121.402	3.46	food	100
126.135	7.095	food	1
136.85	4.946	food	14
146.282	3.432	food	1
153.198	5.99	food	82
163.28	4.372	food	32
169.462	3.996	food	1
175.611	2.944	food	100
180.644	4.13	food	100
185.577	7.923	food	77
196.042	4.771	food	72
203.891	7.367	food	44
212.806	3.174	food	46
218.855	6.669	food	78
227.404	7.997	food	54
238.969	7.747	food	85
248.401	4.171	food	66
254.317	5.378	food	1
262.916	7.972	food	27
273.164	2.024	food	75
277.597	3.489	food	51
285.446	5.945	food	11
294.745	6.268	food	52
303.827	5.258	food	56
311.576	4.031	food	7
316.275	3.654	food	71
321.958	3.818	food	81
327.39	4.544	food	21
332.539	2.9	food	1
336.589	3.237	food	1
340.555	5.143	food	1
346.771	5.201	food	84
352.97	3.731	food	100
359.319	6.037	food	1
368.368	7.394	food	90
380.0	4.801	food	17
388.948	2.612	food	1
395.331	5.763	food	77
402.03	3.261	food	3
407.979	4.543	food	73
415.661	5.194	food	50
