onset	duration	trial_type	score
9.889	3.181	face	24
14.955	2.304	face	59
19.538	5.258	face	100
25.737	3.448	face	5
30.387	3.251	face	47
36.586	1.909	face	69
41.235	4.676	face	98
47.051	2.616	face	69
52.084	1.906	face	37
57.216	2.508	face	24
63.749	5.843	face	76
73.214	2.665	face	77
78.763	3.877	face	68
87.062	2.5	face	87
93.245	2.008	face	67
96.127	1.505	face	77
99.044	2.336	face	14
103.393	2.14	face	76
109.359	2.226	face	85
115.008	3.486	face	30
121.107	5.884	face	71
131.089	3.653	face	67
138.705	5.154	face	84
144.387	2.524	face	81
149.137	3.314	face	70
154.269	3.418	face	73
158.769	5.807	face	69
165.168	1.568	face	49
170.284	3.265	face	78
176.366	2.51	face	41
181.432	3.915	face	82
186.965	5.298	face	15
193.614	6.956	face	39
201.229	3.37	face	62
209.095	1.827	face	65
215.211	3.592	face	81
223.16	2.22	face	72
227.859	4.96	face	51
234.292	2.502	face	82
239.474	6.078	face	81
249.039	5.915	face	77
259.188	3.562	face	9
263.771	3.129	face	100
268.853	4.959	face	79
275.486	3.179	face	39
279.469	3.342	face	79
285.968	5.541	face	45
295.666	4.814	face	92
302.565	2.587	face	56
306.698	4.817	face	64
313.864	7.799	face	72
324.946	6.588	face	100
332.261	4.984	face	100
338.527	3.046	face	76
345.476	4.466	face	66
353.025	3.98	face	80
360.024	3.023	face	98
365.207	4.589	face	100
371.539	2.254	face	100
377.138	1.933	face	75
