onset	duration	trial_type	score
9.678	4.315	painting	37
14.544	5.954	painting	26
24.192	2.536	painting	24
28.025	3.58	painting	13
35.424	1.981	painting	1
38.824	3.823	painting	35
43.99	5.059	painting	14
53.205	4.073	painting	54
60.437	4.3	painting	73
66.353	4.359	painting	25
73.469	4.335	painting	32
81.284	6.131	painting	74
89.9	3.56	painting	68
96.282	2.609	painting	1
100.715	4.073	painting	7
106.331	3.634	painting	84
110.83	4.636	painting	36
117.679	3.229	painting	96
122.662	4.079	painting	1
130.961	2.226	painting	18
133.777	4.069	painting	86
139.86	6.914	painting	49
148.925	2.198	painting	68
154.674	2.686	painting	27
161.79	3.876	painting	95
168.872	2.336	painting	65
175.171	2.739	painting	100
181.937	5.182	painting	28
190.019	3.387	painting	7
195.685	2.89	painting	17
201.534	2.019	painting	86
207.85	3.679	painting	2
215.632	6.179	painting	79
222.831	4.559	painting	82
230.014	2.475	painting	60
236.246	5.647	painting	76
243.778	2.717	painting	4
247.178	2.574	painting	71
250.694	2.62	painting	40
255.26	2.561	painting	57
258.626	4.835	painting	85
264.676	2.804	painting	64
268.958	4.0	painting	83
275.041	2.551	painting	67
282.073	1.319	painting	47
286.406	3.208	painting	39
290.355	4.33	painting	16
298.571	3.412	painting	39
303.054	4.021	painting	15
309.436	3.541	painting	21
315.402	2.116	painting	42
319.185	3.298	painting	85
326.1	2.506	painting	18
331.683	1.957	painting	19
336.332	2.292	painting	14
341.165	3.637	painting	13
349.164	3.411	painting	56
353.73	2.831	painting	72
359.979	2.802	painting	16
366.128	3.437	painting	19
