onset	duration	trial_type
7.008	2.020	stim_load1
17.008	2.620	resp_load1
26.628	2.030	stim_load2
36.628	3.020	resp_load2
46.648	2.020	stim_load3
56.648	3.660	resp_load3
67.308	2.030	stim_load2
77.308	5.010	resp_load2
89.318	2.020	stim_load1
99.318	2.220	resp_load1
108.538	2.030	stim_load3
118.538	3.110	resp_load3
128.658	2.010	stim_load3
138.658	4.160	resp_load3
149.828	2.010	stim_load3
159.828	2.790	resp_load3
169.628	2.020	stim_load1
179.628	2.500	resp_load1
189.128	2.020	stim_load2
199.128	3.340	resp_load2
209.478	2.020	stim_load1
219.478	3.210	resp_load1
229.698	2.020	stim_load1
239.698	3.320	resp_load1
250.018	2.020	stim_load1
260.018	2.920	resp_load1
269.938	2.030	stim_load1
279.938	2.570	resp_load1
289.508	2.010	stim_load3
299.508	3.480	resp_load3
309.988	2.020	stim_load2
319.988	2.370	resp_load2
329.368	2.030	stim_load1
339.368	2.690	resp_load1
349.068	2.030	stim_load3
359.068	5.000	resp_load3
371.068	2.030	stim_load2
381.068	5.000	resp_load2
393.068	2.020	stim_load3
403.068	1.940	resp_load3
412.008	2.030	stim_load2
422.008	1.520	resp_load2
430.538	2.020	stim_load1
440.528	2.180	resp_load1
449.708	2.020	stim_load2
459.708	1.940	resp_load2
