onset	duration	trial_type	score
7.754	3.779	house	1
15.086	2.014	house	1
20.519	2.196	house	98
27.151	2.595	house	100
32.484	3.188	house	1
39.616	2.855	house	100
44.549	2.935	house	100
49.915	3.361	house	100
54.814	4.591	house	81
63.763	2.715	house	97
69.629	2.938	house	1
73.695	3.012	house	100
78.044	2.759	house	100
84.693	2.872	house	100
90.776	3.776	house	77
95.492	1.847	house	100
97.875	2.805	house	100
103.157	3.554	house	100
109.59	3.039	house	96
116.239	3.048	house	1
123.505	2.837	house	97
127.204	3.578	house	94
134.536	3.891	house	96
141.769	3.575	house	100
149.618	3.971	house	100
155.933	4.016	house	1
162.766	3.182	house	100
169.965	2.881	house	100
174.464	4.285	house	20
180.563	2.794	house	96
185.963	2.635	house	95
192.695	2.636	house	100
198.628	4.439	house	48
204.327	3.055	house	1
209.659	2.755	house	1
213.209	5.205	house	1
221.891	2.554	house	1
225.44	4.363	house	1
231.54	5.366	house	75
239.855	2.823	house	1
246.504	2.863	house	1
250.437	2.646	house	1
256.769	2.555	house	86
259.936	4.757	house	1
266.651	3.942	house	54
272.001	2.45	house	100
277.0	2.815	house	1
283.966	3.811	house	55
289.915	2.78	house	1
294.564	2.561	house	74
301.613	4.245	house	96
308.879	4.733	house	49
315.811	3.134	house	1
321.627	3.306	house	1
326.593	3.715	house	1
333.392	4.555	house	1
339.425	3.644	house	1
343.741	3.074	house	1
347.54	4.031	house	78
353.589	2.954	house	100
