onset	duration	trial_type	score
8.281	3.574	face	94
15.814	2.692	face	21
19.313	2.263	face	1
24.796	3.041	face	1
29.912	1.714	face	10
35.994	3.532	face	67
41.46	3.194	face	66
47.943	3.472	face	5
52.542	3.45	face	19
57.858	3.851	face	39
65.19	2.202	face	12
69.923	2.551	face	13
75.889	2.771	face	4
80.988	3.551	face	81
88.97	2.234	face	32
91.736	2.767	face	83
96.719	3.051	face	10
101.585	3.854	face	1
108.251	3.479	face	80
113.417	2.219	face	16
116.85	3.593	face	19
123.449	2.292	face	12
130.231	2.585	face	3
134.297	4.127	face	100
141.363	2.157	face	1
145.529	1.95	face	7
151.162	1.725	face	1
156.627	2.315	face	1
162.96	2.779	face	43
166.343	2.226	face	27
171.242	2.271	face	3
175.258	1.842	face	35
179.991	1.887	face	1
185.223	3.126	face	60
192.572	1.937	face	1
195.772	1.792	face	1
201.455	1.804	face	1
205.721	1.692	face	8
210.953	2.327	face	100
217.569	3.09	face	45
224.751	2.399	face	73
228.151	2.301	face	83
232.05	2.453	face	1
236.033	2.31	face	1
241.432	2.19	face	31
246.365	2.209	face	3
249.448	2.269	face	36
253.997	1.543	face	2
256.48	2.448	face	1
261.346	3.327	face	25
267.295	1.622	face	1
270.312	2.864	face	100
276.327	2.2	face	1
279.26	3.408	face	50
286.276	2.857	face	100
293.275	2.152	face	1
296.508	2.612	face	16
300.474	3.224	face	9
307.506	1.875	face	19
310.039	1.656	face	1
