onset	duration	trial_type	score
7.221	3.38	face	38
11.954	1.894	face	1
16.587	2.569	face	43
20.703	3.952	face	16
27.735	2.084	face	13
30.568	3.181	face	81
37.901	2.499	face	31
44.616	3.719	face	1
49.549	4.888	face	67
55.431	1.907	face	1
60.031	2.749	face	73
66.663	2.726	face	52
72.212	3.391	face	31
76.745	2.258	face	1
80.995	3.814	face	37
86.21	2.885	face	67
91.576	3.108	face	99
96.142	2.451	face	1
100.658	4.277	face	59
107.491	3.24	face	50
113.123	3.351	face	63
117.406	2.267	face	71
122.289	2.748	face	1
128.721	2.711	face	63
132.221	2.56	face	63
137.92	3.057	face	72
144.519	4.13	face	90
149.518	4.362	face	81
156.834	2.513	face	56
161.017	2.377	face	87
166.866	2.327	face	53
171.399	3.144	face	81
178.148	3.528	face	51
185.63	2.704	face	50
190.146	2.591	face	55
195.629	1.978	face	75
199.878	4.609	face	67
207.51	2.37	face	65
213.243	2.561	face	77
219.559	2.274	face	65
225.641	2.959	face	83
230.74	1.795	face	63
235.823	3.871	face	51
242.922	3.701	face	51
248.555	2.756	face	77
251.904	2.636	face	66
256.287	4.6	face	96
265.169	3.406	face	96
270.185	4.361	face	66
278.917	2.564	face	70
283.366	3.63	face	1
291.482	3.441	face	79
299.014	1.467	face	72
304.897	2.13	face	92
310.446	2.554	face	53
317.012	2.47	face	64
320.145	4.236	face	63
326.727	2.752	face	1
330.76	2.512	face	1
333.809	2.895	face	60
