onset	duration	trial_type	score
8.064	2.745	food	1
14.629	2.698	food	100
18.062	3.114	food	100
25.661	2.32	food	1
31.194	2.733	food	66
38.026	3.448	food	1
43.692	2.084	food	72
48.058	2.381	food	1
52.857	2.565	food	81
58.173	2.683	food	26
63.206	1.916	food	96
66.989	2.43	food	94
70.572	2.784	food	100
76.371	2.3	food	1
81.62	2.01	food	1
84.57	2.341	food	1
88.919	2.427	food	100
94.901	3.661	food	1
102.7	2.635	food	84
105.867	1.961	food	1
110.366	3.095	food	1
116.332	2.644	food	92
120.915	4.285	food	1
126.264	3.215	food	88
132.63	2.186	food	100
135.412	2.103	food	1
141.262	2.359	food	100
147.911	5.721	food	100
156.11	3.106	food	100
160.626	3.372	food	100
166.125	3.651	food	1
173.124	2.528	food	1
177.34	4.101	food	66
183.189	3.198	food	1
187.189	3.451	food	1
194.988	3.434	food	1
199.42	3.635	food	42
206.669	2.349	food	100
212.435	2.401	food	89
217.918	3.751	food	100
224.95	4.176	food	95
230.733	4.824	food	56
236.898	3.564	food	69
244.364	2.964	food	1
248.547	2.292	food	100
251.696	1.979	food	100
256.362	3.074	food	81
263.395	3.891	food	1
271.51	4.257	food	1
279.792	3.845	food	100
287.325	3.67	food	100
292.257	3.37	food	51
297.44	3.645	food	100
303.156	3.566	food	100
310.205	3.669	food	86
316.687	2.371	food	100
319.72	3.509	food	100
324.769	2.753	food	75
331.935	3.385	food	1
337.934	4.05	food	49
