onset	duration	trial_type	score
9.925	2.891	house	52
13.474	4.151	house	84
21.99	3.652	house	50
27.322	5.162	house	70
34.305	6.448	house	67
43.837	3.578	house	95
50.619	2.73	house	100
57.635	5.412	house	20
64.201	3.02	house	15
70.7	4.368	house	64
76.816	4.642	house	76
85.281	3.901	house	7
90.797	3.174	house	74
95.446	3.104	house	1
99.146	4.646	house	55
107.211	3.235	house	1
111.711	8.104	house	19
122.826	2.895	house	100
127.142	4.504	house	81
132.508	7.079	house	17
141.607	4.168	house	87
149.456	4.897	house	52
157.238	2.175	house	8
163.637	2.679	house	1
167.386	4.497	house	70
176.368	4.353	house	86
182.851	5.74	house	64
190.466	3.955	house	100
195.349	3.735	house	87
199.898	6.835	house	24
209.147	3.713	house	8
217.013	4.718	house	27
223.945	5.633	house	57
232.061	5.256	house	90
240.46	7.842	house	66
250.641	3.098	house	1
257.307	3.666	house	87
264.589	5.862	house	81
274.538	3.882	house	51
280.504	4.613	house	65
286.12	3.692	house	96
292.636	3.691	house	80
298.601	2.789	house	78
302.934	2.143	house	100
306.417	4.993	house	35
314.083	3.419	house	73
319.432	4.086	house	31
327.264	4.49	house	100
334.313	4.038	house	100
341.295	7.424	house	100
351.327	4.508	house	47
359.11	5.395	house	49
368.525	3.316	house	1
375.791	2.803	house	100
379.124	8.246	house	31
391.805	7.225	house	69
399.771	10.202	house	64
413.869	3.444	house	1
418.518	2.076	house	97
423.334	3.548	house	38
