onset	duration	trial_type
0.005	0.549	prefix
0.553	1.239	stim
1.793	1.737	resp_green-right_init
3.53	1.735	out_+10
5.264	3.229	postfix
8.494	0.977	prefix
9.471	0.718	stim
10.188	1.737	resp_green-left_stay
11.925	1.734	out_-20
13.659	3.304	postfix
16.963	0.518	prefix
17.481	0.658	stim
18.14	1.737	resp_green-right_stay
19.877	1.734	out_-20
21.611	3.814	postfix
25.425	1.261	prefix
26.685	0.617	stim
27.303	1.737	resp_purple-left_switch
29.04	1.734	out_+20
30.773	3.114	postfix
33.887	0.697	prefix
34.584	0.424	stim
35.009	1.738	resp_purple-left_stay
36.747	1.734	out_-10
38.48	3.87	postfix
42.35	1.094	prefix
43.444	0.731	stim
44.175	1.737	resp_purple-left_stay
45.913	1.734	out_-20
47.646	3.167	postfix
50.814	1.014	prefix
51.828	0.725	stim
52.553	1.737	resp_green-right_switch
54.289	1.734	out_-20
56.023	3.253	postfix
59.277	0.735	prefix
60.012	0.498	stim
60.51	1.737	resp_green-right_stay
62.247	1.733	out_-20
63.98	3.758	postfix
67.738	1.062	prefix
68.801	1.852	stim
70.653	1.737	resp_purple-right_switch
72.39	1.734	out_-10
74.123	2.076	postfix
76.2	1.29	prefix
77.49	0.681	stim
78.171	1.738	resp_purple-left_stay
79.909	1.734	out_+10
81.643	3.022	postfix
84.666	0.983	prefix
85.648	0.79	stim
86.439	1.737	resp_purple-right_stay
88.176	1.734	out_+20
89.909	3.219	postfix
93.128	1.368	prefix
94.497	0.588	stim
95.085	1.737	resp_purple-right_stay
96.822	1.734	out_-10
98.556	3.036	postfix
101.591	0.551	prefix
102.142	0.411	stim
102.554	1.737	resp_purple-right_stay
104.291	1.734	out_+10
106.025	4.03	postfix
110.055	0.607	prefix
110.662	0.495	stim
111.158	1.737	resp_purple-left_stay
112.895	1.734	out_+10
114.629	3.89	postfix
118.519	1.492	prefix
120.011	0.62	stim
120.631	1.737	resp_green-right_switch
122.368	1.734	out_-10
124.101	2.882	postfix
126.984	1.306	prefix
128.29	0.358	stim
128.648	1.737	resp_purple-left_switch
130.385	1.734	out_+20
132.118	3.329	postfix
135.448	0.609	prefix
136.057	0.317	stim
136.375	1.737	resp_purple-left_stay
138.112	1.734	out_+20
139.846	4.066	postfix
143.912	1.425	prefix
145.337	0.518	stim
145.855	1.737	resp_purple-right_stay
147.592	1.734	out_-20
149.326	3.049	postfix
152.375	1.22	prefix
153.595	0.438	stim
154.034	1.737	resp_purple-left_stay
155.771	1.735	out_-20
157.505	3.334	postfix
160.839	0.669	prefix
161.508	0.829	stim
162.337	1.738	resp_purple-left_stay
164.075	1.734	out_-20
165.809	3.499	postfix
169.308	1.436	prefix
170.745	0.336	stim
171.081	1.737	resp_green-right_switch
172.818	1.734	out_-20
174.552	3.222	postfix
177.774	1.46	prefix
179.233	0.361	stim
179.594	1.737	resp_purple-left_switch
181.331	1.734	out_-10
183.065	3.176	postfix
186.241	1.063	prefix
187.304	1.309	stim
188.614	1.737	resp_green-left_switch
190.351	1.734	out_+20
192.085	2.62	postfix
194.705	1.089	prefix
195.794	0.356	stim
196.151	1.737	resp_green-left_stay
197.888	1.734	out_+10
199.622	3.548	postfix
203.17	0.919	prefix
204.089	0.427	stim
204.517	1.737	resp_green-left_stay
206.254	1.734	out_+10
207.988	3.646	postfix
211.635	1.347	prefix
212.982	1.139	stim
214.122	1.737	resp_green-left_stay
215.859	1.734	out_+20
217.593	2.505	postfix
220.098	1.437	prefix
221.535	0.443	stim
221.978	1.737	resp_purple-right_switch
223.715	1.734	out_+10
225.449	3.112	postfix
228.561	1.05	prefix
229.611	0.798	stim
230.409	1.737	resp_green-right_switch
232.146	1.734	out_+10
233.88	3.147	postfix
237.027	0.694	prefix
237.721	0.597	stim
238.318	1.737	resp_green-right_stay
240.055	1.734	out_+20
241.788	3.702	postfix
245.491	1.145	prefix
246.636	1.298	stim
247.934	1.737	resp_purple-left_switch
249.671	1.734	out_+10
251.405	2.552	postfix
253.957	0.891	prefix
254.848	0.948	stim
255.797	1.738	resp_green-left_switch
257.534	1.734	out_+20
259.268	3.152	postfix
262.42	0.961	prefix
263.382	0.421	stim
263.803	1.737	resp_green-right_stay
265.54	1.734	out_+20
267.274	3.609	postfix
270.884	0.681	prefix
271.565	1.474	stim
273.039	1.737	resp_purple-right_switch
274.776	1.734	out_+20
276.51	2.836	postfix
279.346	1.261	prefix
280.607	0.567	stim
281.174	1.737	resp_green-right_switch
282.911	1.734	out_-20
284.645	3.165	postfix
287.811	0.621	prefix
288.432	1.134	stim
289.566	1.737	resp_purple-right_switch
291.303	1.734	out_-20
293.037	3.244	postfix
296.281	0.982	prefix
297.262	0.663	stim
297.925	1.737	resp_green-right_switch
299.662	1.734	out_+20
301.396	3.348	postfix
304.744	0.576	prefix
305.32	0.583	stim
305.903	1.738	resp_green-left_stay
307.64	1.734	out_+20
309.375	3.834	postfix
313.209	1.438	prefix
314.647	0.57	stim
315.217	1.737	resp_green-right_stay
316.954	1.735	out_-20
318.688	2.983	postfix
321.672	1.334	prefix
323.006	0.673	stim
323.679	1.737	resp_green-right_stay
325.416	1.734	out_+10
327.15	2.986	postfix
330.136	0.69	prefix
330.825	0.623	stim
331.448	1.737	resp_green-left_stay
333.185	1.734	out_+20
334.919	3.681	postfix
338.6	1.463	prefix
340.063	1.485	stim
341.548	1.737	resp_green-left_stay
343.285	1.734	out_+20
345.019	2.046	postfix
347.065	1.175	prefix
348.24	1.099	stim
349.339	1.736	resp_purple-right_switch
351.075	1.734	out_+10
352.809	2.72	postfix
355.529	0.729	prefix
356.258	1.305	stim
357.563	1.737	resp_green-left_switch
359.3	1.735	out_-20
361.034	2.959	postfix
363.994	1.459	prefix
365.453	0.529	stim
365.982	1.737	resp_green-left_stay
367.719	1.734	out_-20
369.453	3.004	postfix
372.457	1.495	prefix
373.953	0.547	stim
374.5	1.737	resp_purple-right_switch
376.237	1.734	out_+10
377.971	2.949	postfix
380.92	0.744	prefix
381.664	0.582	stim
382.246	1.737	resp_purple-left_stay
383.983	1.734	out_-20
385.716	3.668	postfix
389.385	1.056	prefix
390.441	0.417	stim
390.858	1.738	resp_green-left_switch
392.596	1.734	out_-10
394.329	3.519	postfix
397.849	0.514	prefix
398.363	0.542	stim
398.905	1.737	resp_purple-left_switch
400.642	1.734	out_-10
402.375	3.938	postfix
406.313	1.085	prefix
407.398	1.823	stim
409.221	1.737	resp_purple-left_stay
410.958	1.734	out_-20
412.692	2.088	postfix
414.78	1.052	prefix
415.832	0.526	stim
416.358	1.737	resp_green-left_switch
418.095	1.734	out_-10
419.829	3.415	postfix
423.244	1.085	prefix
424.329	0.454	stim
424.783	1.737	resp_green-left_stay
426.52	1.734	out_-20
428.254	3.453	postfix
431.707	0.754	prefix
432.461	0.542	stim
