onset	duration	trial_type	response
1.0459	2.5231	start_pseudoword	other
4.0714	2.023	pseudoword	hit
6.597	2.023	pseudoword	hit
9.1224	2.023	pseudoword	hit
11.6478	2.023	pseudoword	hit
14.1735	2.0228	pseudoword	hit
16.1963	2.5231	start_word	other
19.2221	2.0231	word	hit
21.7479	2.0231	word	hit
24.2736	2.0231	word	hit
26.7992	2.0226	word	hit
29.3464	2.0226	word	hit
31.3857	2.523	start_random_string	other
34.4113	2.0236	random_string	miss
36.9376	2.0231	random_string	incorrect
39.4632	2.0235	random_string	hit
41.9893	2.0234	random_string	hit
44.5153	2.0228	random_string	hit
46.5381	20.0228	Bfix	other
66.5609	2.5231	start_pseudoword	other
69.5867	2.023	pseudoword	hit
72.1122	2.0228	pseudoword	hit
74.6383	2.0226	pseudoword	hit
77.1858	2.0226	pseudoword	hit
79.7334	2.0228	pseudoword	hit
81.7562	2.523	start_word	other
84.7819	2.0233	word	hit
87.3077	2.023	word	incorrect
89.8335	2.0231	word	hit
92.3592	2.0231	word	hit
94.8849	2.0228	word	hit
96.9076	2.5231	start_random_string	other
99.9333	2.0231	random_string	hit
102.459	2.023	random_string	hit
104.9846	2.0226	random_string	hit
107.5319	2.0233	random_string	hit
110.0577	2.0227	random_string	hit
112.0804	20.0228	Bfix	other
132.1032	2.5231	start_random_string	other
135.1287	2.023	random_string	hit
137.6543	2.0231	random_string	hit
140.18	2.0234	random_string	hit
142.706	2.0234	random_string	hit
145.232	2.0228	random_string	hit
147.2547	2.523	start_pseudoword	other
150.2803	2.0232	pseudoword	hit
152.8062	2.0231	pseudoword	hit
155.3319	2.0231	pseudoword	hit
157.8579	2.0226	pseudoword	hit
160.4054	2.0226	pseudoword	hit
162.4446	2.523	start_word	other
165.4702	2.023	word	hit
167.9956	2.0231	word	hit
170.5209	2.0226	word	hit
173.0684	2.023	word	hit
175.594	2.0227	word	hit
177.6167	20.0226	Bfix	other
197.656	2.5231	start_pseudoword	other
200.6817	2.0231	pseudoword	hit
203.2074	2.0231	pseudoword	hit
205.7331	2.0231	pseudoword	hit
208.2587	2.0231	pseudoword	hit
210.7845	2.0228	pseudoword	hit
212.8073	2.5231	start_word	other
215.8329	2.023	word	hit
218.3587	2.0226	word	hit
220.9063	2.023	word	hit
223.432	2.0231	word	hit
225.9576	2.0228	word	hit
227.9804	2.5232	start_random_string	other
231.0061	2.0226	random_string	hit
233.5537	2.0231	random_string	hit
236.0793	2.0234	random_string	hit
238.6054	2.023	random_string	hit
241.131	2.0227	random_string	hit
243.1537	20.0228	Bfix	other
263.1765	2.523	start_word	other
266.2022	2.0231	word	hit
268.728	2.023	word	hit
271.2536	2.0231	word	hit
273.7792	2.023	word	hit
276.3047	2.0226	word	hit
278.3439	2.523	start_random_string	other
281.3695	2.023	random_string	hit
283.8951	2.023	random_string	hit
286.4208	2.0226	random_string	hit
288.9686	2.0231	random_string	hit
291.4943	2.0228	random_string	hit
293.5171	2.5226	start_pseudoword	other
296.5642	2.023	pseudoword	hit
299.09	2.023	pseudoword	hit
301.6156	2.0231	pseudoword	hit
304.1412	2.0231	pseudoword	hit
306.6668	2.0226	pseudoword	hit
308.706	20.0228	Bfix	other
328.7288	2.5226	start_random_string	other
331.7763	2.0231	random_string	hit
334.302	2.0231	random_string	hit
336.8277	2.023	random_string	hit
339.3533	2.0226	random_string	hit
341.9008	2.0226	random_string	hit
343.9401	2.5231	start_pseudoword	other
346.9657	2.0231	pseudoword	hit
349.4914	2.0231	pseudoword	hit
352.017	2.0231	pseudoword	hit
354.5427	2.0231	pseudoword	hit
357.0684	2.0226	pseudoword	hit
359.1076	2.523	start_word	other
362.1331	2.023	word	hit
364.6587	2.0226	word	hit
367.2062	2.023	word	hit
369.732	2.0226	word	hit
372.2794	2.0227	word	hit
374.3021	7.1789	Bfix	other
