onset	duration	trial_type	large_amount	later_delay
0.0	1.007	fmri_buffer	stim	stim
1.007	1.515	test_start_block	stim	stim
2.522	5.843	stim	31.0	76.0
8.365	4.578	stim	43.0	19.0
12.943	4.644	stim	60.0	124.0
17.587	4.911	stim	27.0	142.0
22.498	4.502	stim	25.0	70.0
27.0	4.981	stim	44.0	92.0
31.981	4.921	stim	41.0	27.0
36.902	4.584	stim	64.0	89.0
41.486	4.502	stim	78.0	108.0
45.988	6.207	stim	80.0	145.0
52.195	4.72	stim	41.0	174.0
56.915	5.05	stim	42.0	145.0
61.965	5.051	stim	36.0	114.0
67.016	5.191	stim	58.0	55.0
72.207	4.989	stim	81.0	58.0
77.196	4.788	stim	32.0	111.0
81.984	4.788	stim	25.0	141.0
86.772	5.185	stim	67.0	23.0
91.957	5.197	stim	77.0	161.0
97.154	5.25	stim	55.0	163.0
102.404	4.586	stim	40.0	159.0
106.99	4.507	stim	76.0	161.0
111.497	4.912	stim	48.0	128.0
116.409	4.585	stim	39.0	95.0
120.994	6.204	stim	83.0	105.0
127.198	4.925	stim	67.0	41.0
132.123	5.263	stim	56.0	172.0
137.386	5.057	stim	28.0	123.0
142.443	4.651	stim	50.0	129.0
147.094	4.72	stim	23.0	61.0
151.814	4.641	stim	79.0	92.0
156.455	4.583	stim	61.0	141.0
161.038	4.576	stim	43.0	38.0
165.614	4.923	stim	66.0	145.0
170.537	4.854	stim	30.0	23.0
175.391	5.262	stim	32.0	57.0
180.653	4.788	stim	27.0	91.0
185.441	6.001	stim	43.0	120.0
191.442	5.602	stim	75.0	60.0
197.044	4.582	stim	34.0	176.0
201.626	5.115	stim	24.0	38.0
206.741	5.657	stim	82.0	74.0
212.398	4.573	stim	58.0	53.0
216.971	4.788	stim	54.0	23.0
221.759	5.045	stim	41.0	55.0
226.804	4.854	stim	77.0	142.0
231.658	5.189	stim	25.0	108.0
236.847	5.056	stim	33.0	163.0
241.903	4.981	stim	29.0	75.0
246.884	4.979	stim	45.0	157.0
251.863	5.328	stim	31.0	74.0
257.191	4.513	stim	80.0	39.0
261.704	5.054	stim	22.0	21.0
266.758	4.714	stim	52.0	139.0
271.472	4.854	stim	54.0	126.0
276.326	6.783	stim	23.0	176.0
283.109	4.508	stim	24.0	87.0
287.617	4.582	stim	36.0	140.0
292.199	4.715	stim	35.0	171.0
296.914	4.916	stim	34.0	43.0
301.83	4.581	stim	74.0	121.0
306.411	7.514	rest_block	stim	stim
313.925	5.792	stim	45.0	107.0
319.717	4.644	stim	77.0	24.0
324.361	4.573	stim	39.0	161.0
328.934	5.467	stim	62.0	180.0
334.401	5.397	stim	24.0	139.0
339.798	4.572	stim	58.0	72.0
344.37	6.283	stim	56.0	93.0
350.653	5.53	stim	45.0	26.0
356.183	4.584	stim	23.0	42.0
360.767	4.644	stim	50.0	41.0
365.411	4.646	stim	25.0	176.0
370.057	5.117	stim	54.0	22.0
375.174	5.321	stim	29.0	44.0
380.495	4.574	stim	24.0	89.0
385.069	4.57	stim	23.0	77.0
389.639	4.584	stim	27.0	130.0
394.223	4.847	stim	23.0	134.0
399.07	4.503	stim	55.0	107.0
403.573	5.666	stim	44.0	143.0
409.239	4.924	stim	23.0	110.0
414.163	4.652	stim	65.0	156.0
418.815	4.519	stim	22.0	27.0
423.334	4.51	stim	50.0	59.0
427.844	5.114	stim	85.0	129.0
432.958	6.136	stim	66.0	58.0
439.094	4.856	stim	49.0	172.0
443.95	4.573	stim	73.0	44.0
448.523	4.707	stim	58.0	73.0
453.23	5.867	stim	71.0	76.0
459.097	4.653	stim	67.0	74.0
463.75	5.329	stim	29.0	58.0
469.079	4.991	stim	39.0	104.0
474.07	4.582	stim	33.0	103.0
478.652	5.522	stim	33.0	78.0
484.174	5.596	stim	74.0	52.0
489.77	5.796	stim	28.0	132.0
495.566	4.578	stim	28.0	59.0
500.144	5.12	stim	28.0	163.0
505.264	4.502	stim	32.0	74.0
509.766	4.856	stim	57.0	89.0
514.622	4.573	stim	70.0	108.0
519.195	5.392	stim	72.0	95.0
524.587	5.051	stim	30.0	36.0
529.638	4.708	stim	41.0	129.0
534.346	4.915	stim	78.0	129.0
539.261	4.914	stim	71.0	88.0
544.175	4.846	stim	65.0	159.0
549.021	5.115	stim	24.0	125.0
554.136	5.122	stim	58.0	36.0
559.258	4.719	stim	63.0	37.0
563.977	4.849	stim	75.0	41.0
568.826	4.843	stim	45.0	72.0
573.669	6.881	stim	25.0	74.0
580.55	4.574	stim	65.0	137.0
585.124	4.781	stim	49.0	140.0
589.905	7.03	stim	67.0	103.0
596.935	4.707	stim	69.0	172.0
601.642	5.19	stim	66.0	71.0
606.832	5.055	stim	71.0	176.0
611.887	23.159	end	stim	stim
