onset	duration	trial_type	score
7.724	2.657	painting	100
13.473	3.621	painting	100
19.972	2.719	painting	1
24.155	2.791	painting	1
30.287	2.513	painting	1
36.62	2.364	painting	1
42.469	2.549	painting	2
47.168	2.768	painting	100
52.551	2.288	painting	1
55.434	3.151	painting	100
60.25	4.498	painting	96
66.149	2.415	painting	1
69.782	1.931	painting	1
75.131	2.391	painting	1
79.997	3.538	painting	100
85.613	4.941	painting	1
92.762	2.435	painting	1
98.761	4.857	painting	49
104.56	3.325	painting	1
112.226	2.6	painting	1
116.625	2.637	painting	1
121.608	1.574	painting	1
125.124	2.646	painting	1
130.057	2.618	painting	1
136.906	2.824	painting	1
143.488	5.044	painting	94
151.737	4.25	painting	100
157.053	4.008	painting	100
161.735	1.777	painting	100
165.252	3.029	painting	38
172.701	2.89	painting	100
177.133	2.734	painting	100
180.883	2.79	painting	1
187.565	2.238	painting	1
193.898	2.627	painting	100
197.664	3.049	painting	1
203.396	3.266	painting	1
209.612	1.924	painting	1
214.695	3.927	painting	1
219.427	2.265	painting	1
225.993	3.698	painting	100
234.175	4.564	painting	100
239.275	4.435	painting	1
247.857	2.017	painting	1
253.823	2.955	painting	1
259.788	2.941	painting	1
266.004	2.823	painting	1
270.837	3.734	painting	1
277.119	2.095	painting	1
282.035	2.793	painting	1
287.218	3.314	painting	6
294.15	2.258	painting	100
298.016	4.619	painting	100
303.366	3.412	painting	1
307.648	5.043	painting	100
316.381	3.372	painting	26
321.03	2.506	painting	1
325.413	4.575	painting	100
334.011	4.535	painting	100
341.294	5.609	painting	1
