onset	duration	trial_type	score
9.586	3.389	food	89
16.385	2.765	food	100
21.567	3.466	food	100
28.933	2.99	food	2
35.532	3.554	food	87
43.098	3.534	food	1
49.314	2.156	food	1
52.196	2.875	food	1
59.429	1.97	food	1
63.145	2.2	food	96
66.011	2.882	food	94
70.227	2.336	food	3
73.777	2.728	food	3
78.51	2.336	food	5
83.592	3.053	food	1
88.525	2.774	food	100
94.107	3.512	food	1
99.107	2.747	food	100
106.289	3.298	food	100
110.588	3.281	food	100
114.471	2.385	food	1
119.937	3.051	food	1
125.186	2.159	food	1
129.902	1.769	food	1
133.269	2.38	food	1
139.884	2.867	food	100
146.7	2.177	food	96
151.483	3.08	food	99
159.065	2.475	food	1
165.297	2.491	food	95
169.93	1.921	food	100
174.796	1.798	food	13
179.879	2.532	food	8
186.494	2.178	food	1
191.56	2.406	food	100
196.243	1.571	food	1
199.759	2.096	food	96
203.675	2.886	food	100
207.975	3.38	food	1
212.891	2.362	food	97
217.607	2.101	food	1
220.973	2.617	food	1
224.389	2.702	food	100
228.239	3.117	food	100
234.504	2.348	food	1
237.387	3.06	food	8
242.52	2.862	food	100
249.686	3.059	food	1
253.802	3.205	food	100
259.484	3.202	food	99
264.367	2.6	food	2
270.449	3.49	food	100
274.799	2.914	food	1
281.398	3.217	food	4
288.43	3.108	food	100
292.463	3.016	food	100
298.829	1.621	food	1
304.011	2.776	food	100
310.927	2.738	food	1
316.876	2.258	food	1
