onset	duration	trial_type	score
7.608	3.628	painting	36
12.841	2.911	painting	86
19.306	2.281	painting	1
23.739	2.608	painting	1
30.555	3.902	painting	64
37.937	2.693	painting	1
42.703	4.014	painting	9
51.135	2.256	painting	51
56.201	1.898	painting	1
61.384	3.543	painting	74
65.45	4.061	painting	1
71.982	3.923	painting	1
78.782	2.524	painting	1
82.581	4.685	painting	46
88.597	5.025	painting	57
96.162	2.423	painting	1
101.528	2.203	painting	1
107.428	4.372	painting	74
115.676	2.141	painting	1
120.892	2.768	painting	100
125.342	4.117	painting	92
132.891	2.538	painting	1
139.39	5.691	painting	16
146.222	2.568	painting	70
151.805	1.863	painting	1
157.687	4.72	painting	1
163.82	4.134	painting	78
168.619	6.05	painting	1
175.268	2.658	painting	1
180.201	2.327	painting	1
186.683	2.746	painting	1
190.383	2.316	painting	1
193.499	1.809	painting	1
198.048	4.843	painting	58
206.497	3.993	painting	38
212.913	4.836	painting	1
221.828	3.733	painting	72
226.628	6.369	painting	46
237.493	2.273	painting	1
241.776	5.726	painting	4
249.041	3.469	painting	1
256.257	3.335	painting	1
263.889	2.776	painting	1
268.388	3.571	painting	100
272.955	3.799	painting	2
277.487	4.125	painting	29
283.82	3.505	painting	1
290.002	1.829	painting	1
296.185	4.942	painting	64
302.934	2.641	painting	1
309.399	3.375	painting	49
314.249	5.497	painting	56
321.698	2.934	painting	1
326.514	2.677	painting	1
331.796	1.949	painting	1
334.613	3.97	painting	72
341.945	2.05	painting	1
346.344	2.902	painting	1
352.46	3.01	painting	8
358.609	2.737	painting	1
