onset	duration	trial_type	large_amount	later_delay
0.0	1.018	fmri_buffer	stim	stim
1.018	1.519	test_start_block	stim	stim
2.537	5.84	stim	31.0	76.0
8.377	4.579	stim	43.0	19.0
12.956	4.64	stim	60.0	124.0
17.596	4.92	stim	27.0	142.0
22.516	4.52	stim	25.0	70.0
27.036	4.99	stim	44.0	92.0
32.026	4.92	stim	41.0	27.0
36.946	4.57	stim	64.0	89.0
41.516	4.521	stim	78.0	108.0
46.037	6.209	stim	80.0	145.0
52.246	4.72	stim	41.0	174.0
56.966	5.051	stim	42.0	145.0
62.017	5.058	stim	36.0	114.0
67.075	5.202	stim	58.0	55.0
72.277	4.979	stim	81.0	58.0
77.256	4.779	stim	32.0	111.0
82.035	4.791	stim	25.0	141.0
86.826	5.2	stim	67.0	23.0
92.026	5.201	stim	77.0	161.0
97.227	5.248	stim	55.0	163.0
102.475	4.581	stim	40.0	159.0
107.056	4.52	stim	76.0	161.0
111.576	4.92	stim	48.0	128.0
116.496	4.57	stim	39.0	95.0
121.066	6.221	stim	83.0	105.0
127.287	4.919	stim	67.0	41.0
132.206	5.27	stim	56.0	172.0
137.476	5.059	stim	28.0	123.0
142.535	4.641	stim	50.0	129.0
147.176	4.71	stim	23.0	61.0
151.886	4.65	stim	79.0	92.0
156.536	4.58	stim	61.0	141.0
161.116	4.58	stim	43.0	38.0
165.696	4.92	stim	66.0	145.0
170.616	4.86	stim	30.0	23.0
175.476	5.26	stim	32.0	57.0
180.736	4.78	stim	27.0	91.0
185.516	6.0	stim	43.0	120.0
191.516	5.6	stim	75.0	60.0
197.116	4.58	stim	34.0	176.0
201.696	5.12	stim	24.0	38.0
206.816	5.66	stim	82.0	74.0
212.476	4.58	stim	58.0	53.0
217.056	4.79	stim	54.0	23.0
221.846	5.06	stim	41.0	55.0
226.906	4.86	stim	77.0	142.0
231.766	5.201	stim	25.0	108.0
236.967	5.059	stim	33.0	163.0
242.026	4.982	stim	29.0	75.0
247.008	4.979	stim	45.0	157.0
251.987	5.339	stim	31.0	74.0
257.326	4.52	stim	80.0	39.0
261.846	5.06	stim	22.0	21.0
266.906	4.719	stim	52.0	139.0
271.625	4.861	stim	54.0	126.0
276.486	6.75	stim	23.0	176.0
283.236	4.52	stim	24.0	87.0
287.756	4.57	stim	36.0	140.0
292.326	4.72	stim	35.0	171.0
297.046	4.92	stim	34.0	43.0
301.966	4.581	stim	74.0	121.0
306.547	7.519	rest_block	stim	stim
314.066	5.799	stim	45.0	107.0
319.865	4.641	stim	77.0	24.0
324.506	4.578	stim	39.0	161.0
329.084	5.462	stim	62.0	180.0
334.546	5.4	stim	24.0	139.0
339.946	4.58	stim	58.0	72.0
344.526	6.289	stim	56.0	93.0
350.815	5.531	stim	45.0	26.0
356.346	4.58	stim	23.0	42.0
360.926	4.65	stim	50.0	41.0
365.576	4.64	stim	25.0	176.0
370.216	5.13	stim	54.0	22.0
375.346	5.32	stim	29.0	44.0
380.666	4.57	stim	24.0	89.0
385.236	4.581	stim	23.0	77.0
389.817	4.58	stim	27.0	130.0
394.397	4.859	stim	23.0	134.0
399.256	4.52	stim	55.0	107.0
403.776	5.67	stim	44.0	143.0
409.446	4.92	stim	23.0	110.0
414.366	4.64	stim	65.0	156.0
419.006	4.521	stim	22.0	27.0
423.527	4.519	stim	50.0	59.0
428.046	5.121	stim	85.0	129.0
433.167	6.15	stim	66.0	58.0
439.317	4.859	stim	49.0	172.0
444.176	4.58	stim	73.0	44.0
448.756	4.721	stim	58.0	73.0
453.477	5.88	stim	71.0	76.0
459.357	4.639	stim	67.0	74.0
463.996	5.32	stim	29.0	58.0
469.316	4.99	stim	39.0	104.0
474.306	4.58	stim	33.0	103.0
478.886	5.539	stim	33.0	78.0
484.425	5.601	stim	74.0	52.0
490.026	5.801	stim	28.0	132.0
495.827	4.579	stim	28.0	59.0
500.406	5.12	stim	28.0	163.0
505.526	4.509	stim	32.0	74.0
510.035	4.861	stim	57.0	89.0
514.896	4.58	stim	70.0	108.0
519.476	5.4	stim	72.0	95.0
524.876	5.059	stim	30.0	36.0
529.935	4.721	stim	41.0	129.0
534.656	4.919	stim	78.0	129.0
539.575	4.921	stim	71.0	88.0
544.496	4.86	stim	65.0	159.0
549.356	5.114	stim	24.0	125.0
554.47	5.125	stim	58.0	36.0
559.595	4.721	stim	63.0	37.0
564.316	4.86	stim	75.0	41.0
569.176	4.859	stim	45.0	72.0
574.035	6.901	stim	25.0	74.0
580.936	4.58	stim	65.0	137.0
585.516	4.79	stim	49.0	140.0
590.306	7.02	stim	67.0	103.0
597.326	4.719	stim	69.0	172.0
602.045	5.201	stim	66.0	71.0
607.246	5.061	stim	71.0	176.0
612.307	9.152	end	stim	stim
