onset	duration	trial_type	score
9.999	3.23	food	1
15.048	4.359	food	23
20.331	2.988	food	74
26.797	3.132	food	100
31.146	2.699	food	100
37.878	5.383	food	69
47.427	1.726	food	1
53.043	5.769	food	71
61.025	4.411	food	84
67.524	2.383	food	100
72.857	2.553	food	100
77.156	2.104	food	100
82.072	6.626	food	27
92.654	4.828	food	75
98.903	2.234	food	1
102.819	2.402	food	1
106.286	2.953	food	15
113.668	3.353	food	70
119.5	3.766	food	71
126.616	7.366	food	29
136.598	4.05	food	78
141.247	3.83	food	52
146.097	5.473	food	73
153.579	2.197	food	1
158.462	4.804	food	1
166.944	1.93	food	1
172.693	3.599	food	74
176.826	4.573	food	67
183.275	3.8	food	50
188.357	6.165	food	71
198.623	5.234	food	14
207.488	6.273	food	53
215.304	3.768	food	76
219.87	4.065	food	66
225.419	7.846	food	67
236.151	3.283	food	58
243.666	5.492	food	63
251.699	4.875	food	13
258.714	2.243	food	1
263.38	3.606	food	65
268.596	2.227	food	1
274.245	5.649	food	100
282.244	2.48	food	77
287.01	2.379	food	14
292.943	3.717	food	76
297.792	2.057	food	1
303.591	3.353	food	78
310.024	5.858	food	1
317.823	7.782	food	33
326.271	6.733	food	29
336.287	4.534	food	100
345.185	5.999	food	80
354.201	3.775	food	1
360.717	5.856	food	64
371.065	4.025	food	100
376.431	3.959	food	2
381.264	3.467	food	25
389.029	4.314	food	1
394.079	5.781	food	88
403.011	2.895	food	1
