onset	duration	trial_type	score
6.908	4.466	face	84
13.124	2.347	face	67
18.757	4.102	face	23
27.139	2.491	face	9
32.638	3.09	face	8
39.554	3.927	face	80
44.886	2.43	face	100
50.669	3.738	face	87
58.418	4.927	face	1
64.167	4.197	face	83
70.516	4.509	face	84
78.982	1.927	face	1
85.131	2.456	face	92
91.747	2.184	face	71
97.479	1.613	face	20
103.195	6.418	face	68
112.094	3.787	face	100
117.56	2.435	face	85
122.676	4.254	face	82
127.658	3.639	face	15
132.441	3.049	face	9
136.824	4.156	face	26
143.323	5.9	face	54
149.755	2.869	face	1
156.238	3.067	face	75
161.254	2.041	face	18
165.503	4.096	face	70
171.419	4.429	face	13
177.051	6.036	face	90
185.367	3.616	face	20
191.066	2.659	face	32
196.665	2.008	face	4
199.282	2.23	face	1
202.781	2.059	face	1
207.997	3.399	face	15
215.763	5.153	face	72
224.811	4.814	face	84
233.393	2.471	face	71
237.743	4.43	face	91
245.058	2.477	face	80
249.558	3.409	face	64
256.39	4.402	face	98
262.406	2.871	face	10
267.689	3.111	face	82
273.421	2.067	face	41
278.97	3.523	face	50
286.903	4.975	face	50
295.085	2.723	face	37
298.751	4.88	face	86
304.5	3.173	face	6
311.366	2.402	face	1
314.765	2.781	face	1
318.632	4.211	face	23
327.347	3.063	face	50
333.496	3.693	face	46
339.945	2.823	face	18
344.311	3.144	face	75
348.927	3.928	face	71
355.676	3.682	face	72
361.909	6.592	face	77
