onset	duration	trial_type	score
13.145	2.248	food	100
19.683	1.932	food	87
22.688	1.787	food	92
26.55	1.211	food	90
31.651	1.38	food	80
37.117	2.693	food	1
42.02	2.919	food	1
47.217	1.938	food	73
53.313	2.66	food	76
58.857	1.873	food	100
62.267	1.707	food	100
67.183	2.078	food	100
71.74	2.232	food	76
76.115	1.942	food	94
81.608	2.721	food	86
86.264	2.018	food	86
88.817	2.266	food	1
92.016	2.064	food	1
95.821	3.376	food	1
102.279	1.703	food	89
107.119	1.708	food	100
111.24	2.134	food	1
117.332	1.896	food	1
120.698	1.511	food	81
124.006	1.865	food	1
129.554	2.254	food	79
135.817	2.292	food	100
139.249	2.649	food	72
145.515	1.642	food	90
150.911	2.159	food	1
155.681	1.924	food	80
159.952	2.342	food	100
163.629	1.75	food	82
168.867	2.162	food	1
175.452	1.711	food	100
177.899	1.689	food	89
182.404	3.278	food	1
189.035	1.59	food	83
191.898	1.739	food	1
196.59	1.791	food	100
198.983	2.96	food	100
203.552	2.797	food	76
209.098	2.152	food	1
213.791	2.163	food	81
217.164	2.677	food	1
220.711	1.975	food	88
223.691	3.435	food	59
228.519	1.611	food	1
231.794	2.025	food	100
236.84	1.793	food	100
240.639	2.109	food	1
245.433	1.698	food	89
251.35	2.063	food	98
257.227	1.256	food	99
262.839	2.665	food	1
266.173	2.32	food	85
271.776	1.71	food	1
275.356	1.744	food	1
277.899	1.569	food	90
283.959	2.141	food	85
