onset	duration	trial_type	score
12.939	3.157	painting	61
18.219	3.19	painting	1
22.276	2.674	painting	60
28.37	1.679	painting	73
33.804	2.46	painting	100
40.22	2.955	painting	100
47.665	2.153	painting	1
54.238	2.136	painting	1
58.585	1.797	painting	70
61.519	3.077	painting	1
66.404	1.902	painting	76
69.309	1.392	painting	27
71.301	2.442	painting	12
78.102	1.398	painting	81
80.168	1.266	painting	74
85.318	2.454	painting	85
89.244	2.749	painting	94
94.468	1.398	painting	69
99.353	2.376	painting	31
104.071	2.263	painting	80
109.016	2.148	painting	94
114.249	2.244	painting	19
119.694	1.78	painting	1
125.288	2.985	painting	62
131.827	1.589	painting	73
135.296	2.238	painting	91
140.68	2.773	painting	25
145.528	2.883	painting	22
150.018	3.186	painting	23
154.279	2.344	painting	77
157.889	1.79	painting	77
162.564	2.116	painting	1
168.902	1.781	painting	86
173.232	2.39	painting	100
179.768	2.132	painting	78
182.433	1.947	painting	100
185.314	1.889	painting	5
189.819	2.646	painting	1
193.657	2.825	painting	72
197.215	3.447	painting	77
203.939	2.548	painting	77
208.027	3.187	painting	83
214.894	2.582	painting	74
219.742	1.293	painting	67
222.775	2.392	painting	1
226.503	2.484	painting	20
231.931	1.427	painting	73
236.167	1.911	painting	75
240.088	2.301	painting	89
246.682	3.411	painting	82
253.711	2.478	painting	1
259.202	2.134	painting	1
262.137	2.313	painting	94
266.394	1.459	painting	94
269.529	2.506	painting	80
276.058	2.808	painting	1
280.276	2.631	painting	79
285.305	1.341	painting	70
289.398	3.236	painting	100
296.724	2.917	painting	87
