onset	duration	trial_type	score
10.729	3.133	face	10
16.321	2.132	face	1
21.528	1.96	face	1
24.356	1.698	face	82
27.454	2.115	face	80
31.709	2.194	face	1
38.127	1.97	face	1
44.187	1.847	face	90
48.576	2.577	face	96
53.829	1.561	face	75
59.342	2.536	face	10
65.225	2.505	face	91
69.934	2.747	face	1
73.949	1.74	face	1
78.496	2.577	face	87
81.727	1.528	face	74
85.53	2.088	face	1
91.158	1.348	face	67
95.724	2.708	face	76
100.172	3.018	face	82
107.073	2.456	face	100
111.131	2.306	face	16
116.184	3.78	face	76
124.255	1.853	face	64
130.262	2.152	face	78
133.484	2.37	face	21
139.005	2.853	face	100
145.277	1.728	face	21
151.498	3.314	face	27
155.342	1.805	face	84
158.352	2.146	face	15
162.44	2.391	face	71
169.246	1.355	face	71
173.01	1.879	face	7
176.762	1.471	face	69
182.252	1.008	face	69
184.263	3.064	face	77
190.808	1.985	face	1
195.732	2.027	face	1
201.03	1.458	face	81
204.566	3.056	face	1
208.559	1.851	face	82
214.233	2.762	face	79
220.617	2.578	face	1
227.55	2.684	face	65
233.929	3.074	face	1
238.815	2.139	face	83
241.686	3.398	face	28
247.962	3.207	face	1
252.303	2.797	face	1
257.713	3.13	face	16
261.442	2.371	face	77
265.356	3.018	face	79
270.384	2.335	face	6
275.733	2.018	face	4
279.422	2.542	face	1
283.436	2.678	face	88
288.456	1.687	face	13
290.943	2.268	face	1
296.966	2.573	face	1
