onset	duration	trial_type	response
0.0405	10.0235	p_startup	other
10.0973	0.4402	cross	other
10.6209	1.5235	2_letters_different	other
12.1445	3.024	cross	other
16.6847	1.5235	response	miss
18.2082	2.0235	blank2	other
20.2651	0.4402	cross	other
20.7886	1.5235	4_letters_different	other
22.3122	3.0237	cross	other
26.8357	1.5402	response	miss
28.3758	1.5406	blank2	other
29.9498	0.4569	cross	other
30.49	1.5235	2_letters_different	other
32.0136	3.0403	cross	other
36.5538	1.5235	response	miss
38.0773	2.0402	blank2	other
40.1508	0.4235	cross	other
40.6744	1.5402	4_letters_different	other
42.2146	3.0236	cross	other
46.7548	1.5402	response	miss
48.295	3.0402	blank2	other
51.3685	0.4402	cross	other
51.8921	1.5236	6_letters_same	other
53.4157	3.0236	cross	other
57.9393	1.5236	response	miss
59.4628	4.0235	blank2	other
63.5197	0.4235	cross	other
64.0433	1.5235	4_letters_different	other
65.5668	3.0403	cross	other
70.0903	1.5235	response	miss
71.6139	4.0235	blank2	other
75.6708	0.4402	cross	other
76.1943	1.5402	2_letters_different	other
77.7346	3.0236	cross	other
82.2748	1.5402	response	miss
83.815	3.5236	blank2	other
87.3719	0.4235	cross	other
87.8955	1.5402	4_letters_same	other
89.4357	3.0403	cross	other
93.9593	1.5236	response	miss
95.4829	3.0235	blank2	other
98.5564	0.4235	cross	other
99.08	1.5402	2_letters_different	other
100.6202	3.0237	cross	other
105.1604	1.5402	response	miss
106.7006	1.0235	blank2	other
107.7575	0.4402	cross	other
108.2811	1.5236	2_letters_same	other
109.8047	3.0236	cross	other
114.3282	1.5402	response	miss
115.8684	2.0235	blank2	other
117.9253	0.4402	cross	other
118.4489	1.5236	4_letters_same	other
119.9725	3.0236	cross	other
124.5127	1.5402	response	miss
126.0529	2.0402	blank2	other
128.1265	0.4402	cross	other
128.65	1.5235	2_letters_same	other
130.1736	3.0237	cross	other
134.6971	1.5235	response	miss
136.2207	1.5235	blank2	other
137.7776	0.4235	cross	other
138.3011	1.5235	6_letters_same	other
139.8247	3.0403	cross	other
144.3482	1.5402	response	miss
145.8884	5.0402	blank2	other
150.962	0.4236	cross	other
151.4856	1.5236	2_letters_same	other
153.0091	3.0237	cross	other
157.5327	1.5569	response	miss
159.0896	3.0402	blank2	other
162.1631	0.4235	cross	other
162.6867	1.5235	6_letters_different	other
164.2103	3.0236	cross	other
168.7338	1.5236	response	miss
170.2573	2.0236	blank2	other
172.3142	0.4235	cross	other
172.8378	1.5236	4_letters_same	other
174.3613	3.0403	cross	other
178.8849	1.5236	response	miss
180.4085	3.0235	blank2	other
183.4654	0.4569	cross	other
184.0056	1.5235	6_letters_same	other
185.5292	3.0237	cross	other
190.0527	1.5235	response	miss
191.5762	1.5402	blank2	other
193.1498	0.4235	cross	other
193.6733	1.5197	6_letters_different	other
195.193	3.0403	cross	other
199.7332	1.5402	response	miss
201.2734	1.5236	blank2	other
202.8303	0.4402	cross	other
203.3539	1.5235	2_letters_same	other
204.8775	3.0236	cross	other
209.401	1.5235	response	miss
210.9245	2.0402	blank2	other
212.9981	0.4235	cross	other
213.5217	1.5236	6_letters_same	other
215.0452	3.0403	cross	other
219.5688	1.5235	response	miss
221.0923	1.5236	blank2	other
222.6493	0.4569	cross	other
223.1895	1.5236	4_letters_different	other
224.7131	3.0236	cross	other
229.2533	1.5236	response	miss
230.7769	1.5235	blank2	other
232.3337	0.4235	cross	other
232.8573	1.5235	6_letters_different	other
234.3808	3.0236	cross	other
238.9044	1.5402	response	miss
240.4446	1.0402	blank2	other
241.5181	0.4235	cross	other
242.0416	1.5236	6_letters_same	other
243.5652	3.0236	cross	other
248.1221	1.5403	response	miss
249.6623	3.0236	blank2	other
252.7193	0.4235	cross	other
253.2428	1.5235	6_letters_different	other
254.7663	3.0236	cross	other
259.3066	1.5236	response	miss
260.8302	2.0235	blank2	other
262.887	0.4405	cross	other
263.4109	1.5402	4_letters_different	other
264.9511	3.0403	cross	other
269.4747	1.5402	response	miss
271.0149	2.0402	blank2	other
273.1051	0.4402	cross	other
273.6287	1.5402	2_letters_same	other
275.1689	3.0403	cross	other
279.7091	1.5402	response	miss
281.2494	4.0568	blank2	other
285.3562	0.4235	cross	other
285.8798	1.5402	6_letters_same	other
287.42	3.0403	cross	other
291.9435	1.5402	response	miss
293.4837	3.0236	blank2	other
296.5406	0.4235	cross	other
297.0642	1.5403	4_letters_different	other
298.6045	3.0236	cross	other
303.1447	1.5236	response	miss
304.6682	4.0235	blank2	other
308.7251	0.4236	cross	other
309.2487	1.5569	2_letters_same	other
310.8055	3.0403	cross	other
315.3457	1.5402	response	miss
316.886	1.5402	blank2	other
318.4595	0.4236	cross	other
318.9831	1.5402	4_letters_same	other
320.5233	3.0237	cross	other
325.0469	1.5236	response	miss
