onset	duration	trial_type	response
0.0238	10.0402	p_startup	other
10.0974	0.4236	cross	other
10.621	1.5236	6_letters_same	other
12.1445	3.0236	cross	other
16.6681	1.5235	response	hit
18.1916	1.5235	blank2	other
19.7485	0.4235	cross	other
20.2721	1.5236	4_letters_different	other
21.7956	3.057	cross	other
26.3192	1.5402	response	hit
27.8594	2.5236	blank2	other
30.4163	0.4402	cross	other
30.9399	1.5235	6_letters_different	other
32.4634	3.0403	cross	other
37.0037	1.5402	response	hit
38.5439	1.5402	blank2	other
40.1175	0.4402	cross	other
40.6411	1.5236	2_letters_different	other
42.1646	3.0236	cross	other
46.7048	1.5403	response	hit
48.2451	2.0569	blank2	other
50.352	0.4402	cross	other
50.8756	1.5402	6_letters_different	other
52.4157	3.0236	cross	other
56.9559	1.5403	response	hit
58.4962	4.5402	blank2	other
63.0697	0.4402	cross	other
63.5932	1.5402	2_letters_different	other
65.1335	3.0403	cross	other
69.6737	1.5402	response	hit
71.214	3.5236	blank2	other
74.7709	0.4401	cross	other
75.2944	1.5236	6_letters_same	other
76.8179	3.0403	cross	other
81.3582	1.5235	response	hit
82.8817	4.5402	blank2	other
87.4553	0.4402	cross	other
87.9788	1.5236	4_letters_same	other
89.5024	3.0403	cross	other
94.0426	1.5235	response	hit
95.5661	1.0402	blank2	other
96.6397	0.4236	cross	other
97.1633	1.5235	2_letters_different	other
98.6868	3.0403	cross	other
103.227	1.5235	response	hit
104.7505	2.0402	blank2	other
106.824	0.4402	cross	other
107.3476	1.5235	4_letters_same	other
108.8711	3.0236	cross	other
113.3947	1.5235	response	hit
114.9182	3.0235	blank2	other
117.9751	0.4236	cross	other
118.4987	1.5235	4_letters_different	other
120.0222	3.0403	cross	other
124.5458	1.5402	response	hit
126.086	4.0235	blank2	other
130.1429	0.4402	cross	other
130.6664	1.5402	2_letters_same	other
132.2067	3.0236	cross	other
136.7469	1.5402	response	hit
138.2871	1.0236	blank2	other
139.344	0.4235	cross	other
139.8676	1.5402	6_letters_different	other
141.4078	3.0236	cross	other
145.9313	1.5402	response	hit
147.4715	3.0235	blank2	other
150.5284	0.4569	cross	other
151.0686	1.5236	6_letters_same	other
152.5922	3.0403	cross	other
157.1157	1.5402	response	hit
158.6559	1.5402	blank2	other
160.2294	0.4235	cross	other
160.753	1.5236	6_letters_same	other
162.2766	3.0403	cross	other
166.8001	1.5235	response	hit
168.3236	2.0236	blank2	other
170.3806	0.4235	cross	other
170.9041	1.5402	2_letters_different	other
172.4443	3.057	cross	other
176.9845	1.5235	response	hit
178.5081	4.0402	blank2	other
182.5817	0.4402	cross	other
183.1052	1.5402	2_letters_different	other
184.6455	3.0403	cross	other
189.2023	1.5236	response	hit
190.7259	1.5235	blank2	other
192.2828	0.4235	cross	other
192.8064	1.5402	6_letters_same	other
194.3466	3.0403	cross	other
198.8868	1.5402	response	hit
200.427	2.0235	blank2	other
202.4839	0.4235	cross	other
203.0075	1.5402	4_letters_different	other
204.5477	3.0403	cross	other
209.0712	1.5402	response	hit
210.6115	3.0235	blank2	other
213.685	0.4235	cross	other
214.2086	1.5235	6_letters_same	other
215.7321	3.0403	cross	other
220.2723	1.5402	response	hit
221.8126	4.0402	blank2	other
225.8861	0.4236	cross	other
226.4097	1.5235	2_letters_different	other
227.9333	3.0236	cross	other
232.4735	1.5235	response	hit
233.997	2.5402	blank2	other
236.5706	0.4235	cross	other
237.0942	1.5235	4_letters_same	other
238.6177	3.0403	cross	other
243.1579	1.5235	response	hit
244.6814	1.0402	blank2	other
245.755	0.4402	cross	other
246.2786	1.5569	6_letters_different	other
247.8355	3.0236	cross	other
252.3757	1.5402	response	miss
253.9159	1.5402	blank2	other
255.4894	0.4235	cross	other
256.013	1.5236	2_letters_same	other
257.5366	3.0236	cross	other
262.0768	1.5235	response	hit
263.6003	6.0235	blank2	other
269.6572	0.4236	cross	other
270.1808	1.5402	4_letters_same	other
271.721	3.0403	cross	other
276.2446	1.5236	response	hit
277.7681	4.0235	blank2	other
281.825	0.4402	cross	other
282.3486	1.5402	4_letters_different	other
283.8888	3.0236	cross	other
288.4123	1.5235	response	hit
289.9358	1.5402	blank2	other
291.5094	0.4235	cross	other
292.033	1.5235	2_letters_same	other
293.5565	3.0403	cross	other
298.08	1.5236	response	hit
299.6036	5.0402	blank2	other
304.6772	0.4236	cross	other
305.2007	1.5402	6_letters_different	other
306.741	3.0403	cross	other
311.2812	1.5235	response	hit
312.8047	1.0402	blank2	other
313.8783	0.4235	cross	other
314.4186	1.5235	4_letters_same	other
315.9421	3.0403	cross	other
320.4824	1.5236	response	hit
322.0059	3.0235	blank2	other
325.0628	0.4403	cross	other
325.5865	1.5236	2_letters_same	other
327.11	3.0237	cross	other
331.6503	1.5402	response	hit
333.1905	6.0235	blank2	other
339.2473	0.4236	cross	other
339.7709	1.5235	2_letters_same	other
341.2945	3.0569	cross	other
345.8514	1.5235	response	hit
347.3749	3.0236	blank2	other
350.4318	0.4235	cross	other
350.9554	1.5235	2_letters_same	other
352.4789	3.0236	cross	other
357.0192	1.5402	response	hit
358.5594	1.5235	blank2	other
360.1163	0.4235	cross	other
360.6398	1.5236	4_letters_different	other
362.1634	3.0402	cross	other
366.6869	1.5236	response	hit
368.2104	5.5402	blank2	other
373.784	0.4235	cross	other
374.3075	1.5402	4_letters_different	other
375.8477	3.0236	cross	other
380.3713	1.5236	response	hit
381.8948	4.0236	blank2	other
385.9684	0.4235	cross	other
386.492	1.5235	6_letters_different	other
388.0155	3.0402	cross	other
392.5391	1.5235	response	hit
394.0626	4.0402	blank2	other
398.1361	0.4402	cross	other
398.6597	1.5402	4_letters_same	other
400.1999	3.0237	cross	other
404.7234	1.5402	response	hit
406.2636	1.5235	blank2	other
