onset	duration	trial_type	gain_amount	loss_amount	num_loss_cards
0.0	1.021	fmri_buffer	0.0	0.0	0.0
1.021	1.518	test_start_block	0.0	0.0	0.0
2.539	10.172	card_flip	12.0	-70.0	1.0
12.710999999999999	2.476	inter_trials	0.0	0.0	0.0
15.187000000000001	6.386	card_flip	14.0	-75.0	1.0
21.573	2.477	inter_trials	0.0	0.0	0.0
24.05	8.261000000000001	card_flip	15.0	-70.0	1.0
32.311	2.8760000000000003	card_flip	15.0	-70.0	1.0
35.187	1.59	card_flip	15.0	-70.0	1.0
36.777	2.55	inter_trials	0.0	0.0	0.0
39.327	1.8780000000000001	card_flip	17.0	-75.0	1.0
41.205	1.754	card_flip	17.0	-75.0	1.0
42.958999999999996	2.479	inter_trials	0.0	0.0	0.0
45.438	2.303	card_flip	24.0	-60.0	2.0
47.74100000000001	1.48	card_flip	24.0	-60.0	2.0
49.221000000000004	1.771	card_flip	24.0	-60.0	2.0
50.992	2.676	inter_trials	0.0	0.0	0.0
53.668	2.241	card_flip	29.0	-75.0	2.0
55.909	1.8030000000000002	card_flip	29.0	-75.0	2.0
57.711999999999996	1.704	card_flip	29.0	-75.0	2.0
59.416000000000004	2.401	inter_trials	0.0	0.0	0.0
61.817	2.065	card_flip	17.0	-65.0	2.0
63.882	1.0	card_flip	17.0	-65.0	2.0
64.882	2.5269999999999997	inter_trials	0.0	0.0	0.0
67.40899999999999	2.294	card_flip	14.0	-95.0	1.0
69.703	0.9059999999999999	card_flip	14.0	-95.0	1.0
70.609	1.464	card_flip	14.0	-95.0	1.0
72.07300000000001	2.6	card_flip	14.0	-95.0	1.0
74.673	2.605	inter_trials	0.0	0.0	0.0
77.278	2.193	card_flip	15.0	-65.0	2.0
79.471	2.245	card_flip	15.0	-65.0	2.0
81.71600000000001	2.608	card_flip	15.0	-65.0	2.0
84.324	1.24	card_flip	15.0	-65.0	2.0
85.564	2.3930000000000002	inter_trials	0.0	0.0	0.0
87.95700000000001	1.767	card_flip	17.0	-65.0	2.0
89.72399999999999	1.996	card_flip	17.0	-65.0	2.0
91.72	2.6069999999999998	inter_trials	0.0	0.0	0.0
94.32700000000001	1.715	card_flip	13.0	-70.0	2.0
96.042	1.24	card_flip	13.0	-70.0	2.0
97.28200000000001	1.569	card_flip	13.0	-70.0	2.0
98.851	2.498	card_flip	13.0	-70.0	2.0
101.34899999999999	1.973	card_flip	13.0	-70.0	2.0
103.322	2.325	inter_trials	0.0	0.0	0.0
105.647	1.867	card_flip	15.0	-80.0	2.0
107.514	1.548	card_flip	15.0	-80.0	2.0
109.06200000000001	2.186	card_flip	15.0	-80.0	2.0
111.24799999999999	1.621	card_flip	15.0	-80.0	2.0
112.869	2.26	inter_trials	0.0	0.0	0.0
115.12899999999999	2.7230000000000003	card_flip	14.0	-65.0	3.0
117.852	1.055	card_flip	14.0	-65.0	3.0
118.90700000000001	1.614	card_flip	14.0	-65.0	3.0
120.521	1.541	card_flip	14.0	-65.0	3.0
122.06200000000001	1.415	card_flip	14.0	-65.0	3.0
123.477	2.551	card_flip	14.0	-65.0	3.0
126.02799999999999	2.057	card_flip	14.0	-65.0	3.0
128.085	2.472	inter_trials	0.0	0.0	0.0
130.55700000000002	5.747999999999999	card_flip	1.0	-45.0	1.0
136.305	3.282	inter_trials	0.0	0.0	0.0
139.58700000000002	2.736	card_flip	15.0	-70.0	3.0
142.32299999999998	2.2769999999999997	inter_trials	0.0	0.0	0.0
144.6	2.967	card_flip	30.0	-50.0	3.0
147.567	2.272	inter_trials	0.0	0.0	0.0
149.839	2.184	card_flip	17.0	-70.0	2.0
152.023	1.045	card_flip	17.0	-70.0	2.0
153.06799999999998	0.868	card_flip	17.0	-70.0	2.0
153.936	2.332	inter_trials	0.0	0.0	0.0
156.268	3.3139999999999996	card_flip	7.0	-95.0	1.0
159.582	0.823	card_flip	7.0	-95.0	1.0
160.405	1.545	card_flip	7.0	-95.0	1.0
161.95	0.647	card_flip	7.0	-95.0	1.0
162.597	0.574	card_flip	7.0	-95.0	1.0
163.171	1.47	card_flip	7.0	-95.0	1.0
164.641	1.325	card_flip	7.0	-95.0	1.0
165.96599999999998	0.865	card_flip	7.0	-95.0	1.0
166.831	0.8109999999999999	card_flip	7.0	-95.0	1.0
167.642	1.266	card_flip	7.0	-95.0	1.0
168.908	1.943	card_flip	7.0	-95.0	1.0
170.851	1.642	card_flip	7.0	-95.0	1.0
172.493	2.7439999999999998	inter_trials	0.0	0.0	0.0
175.237	2.311	card_flip	9.0	-100.0	1.0
177.548	0.584	card_flip	9.0	-100.0	1.0
178.132	0.485	card_flip	9.0	-100.0	1.0
178.61700000000002	0.782	card_flip	9.0	-100.0	1.0
179.399	0.53	card_flip	9.0	-100.0	1.0
179.929	0.643	card_flip	9.0	-100.0	1.0
180.572	2.395	inter_trials	0.0	0.0	0.0
182.967	3.198	card_flip	15.0	-80.0	2.0
186.165	0.802	card_flip	15.0	-80.0	2.0
186.967	0.845	card_flip	15.0	-80.0	2.0
187.812	2.336	inter_trials	0.0	0.0	0.0
190.148	2.3480000000000003	card_flip	16.0	-70.0	2.0
192.49599999999998	0.845	card_flip	16.0	-70.0	2.0
193.34099999999998	0.9740000000000001	card_flip	16.0	-70.0	2.0
194.315	2.263	inter_trials	0.0	0.0	0.0
196.578	3.657	card_flip	30.0	-45.0	5.0
200.235	2.263	inter_trials	0.0	0.0	0.0
202.498	2.213	card_flip	13.0	-75.0	1.0
204.71099999999998	0.6890000000000001	card_flip	13.0	-75.0	1.0
205.4	2.478	inter_trials	0.0	0.0	0.0
207.878	1.5530000000000002	card_flip	14.0	-70.0	1.0
209.43099999999998	0.682	card_flip	14.0	-70.0	1.0
210.113	2.464	inter_trials	0.0	0.0	0.0
212.577	2.5669999999999997	card_flip	16.0	-80.0	1.0
215.144	0.764	card_flip	16.0	-80.0	1.0
215.908	2.54	inter_trials	0.0	0.0	0.0
218.44799999999998	1.723	card_flip	17.0	-70.0	1.0
220.171	0.6809999999999999	card_flip	17.0	-70.0	1.0
220.852	2.427	inter_trials	0.0	0.0	0.0
223.27900000000002	4.982	card_flip	25.0	-65.0	2.0
228.261	2.465	inter_trials	0.0	0.0	0.0
230.726	2.8139999999999996	card_flip	30.0	-80.0	2.0
233.54	2.548	inter_trials	0.0	0.0	0.0
236.088	2.803	card_flip	13.0	-95.0	1.0
238.891	0.759	card_flip	13.0	-95.0	1.0
239.65	1.0170000000000001	card_flip	13.0	-95.0	1.0
240.667	2.54	inter_trials	0.0	0.0	0.0
243.207	2.274	card_flip	14.0	-90.0	1.0
245.481	0.8440000000000001	card_flip	14.0	-90.0	1.0
246.325	2.6	inter_trials	0.0	0.0	0.0
248.925	4.24	card_flip	16.0	-70.0	2.0
253.165	2.479	inter_trials	0.0	0.0	0.0
255.644	4.1160000000000005	card_flip	7.0	-100.0	1.0
259.76	2.346	inter_trials	0.0	0.0	0.0
262.106	2.092	card_flip	14.0	-80.0	2.0
264.198	1.3430000000000002	card_flip	14.0	-80.0	2.0
265.541	1.755	card_flip	14.0	-80.0	2.0
267.296	1.9269999999999998	card_flip	14.0	-80.0	2.0
269.223	2.265	inter_trials	0.0	0.0	0.0
271.488	2.611	card_flip	15.0	-75.0	2.0
274.099	0.633	card_flip	15.0	-75.0	2.0
274.732	0.764	card_flip	15.0	-75.0	2.0
275.496	2.67	inter_trials	0.0	0.0	0.0
278.166	1.9140000000000001	card_flip	15.0	-65.0	3.0
280.08	2.477	inter_trials	0.0	0.0	0.0
282.557	5.131	card_flip	14.0	-70.0	3.0
287.688	0.632	card_flip	14.0	-70.0	3.0
288.32	0.904	card_flip	14.0	-70.0	3.0
289.224	0.845	card_flip	14.0	-70.0	3.0
