onset	duration	trial_type	score
9.782	3.658	house	97
17.265	2.562	house	35
21.981	2.631	house	1
28.03	3.109	house	78
32.212	3.677	house	69
39.378	3.242	house	75
44.227	2.711	house	100
47.877	2.984	house	5
52.343	2.425	house	55
59.125	7.679	house	57
69.624	2.754	house	1
74.923	2.447	house	87
80.522	2.082	house	74
85.488	2.266	house	100
89.154	1.95	house	100
94.454	2.918	house	100
100.986	2.282	house	100
106.552	4.354	house	67
112.851	4.334	house	90
119.067	3.683	house	68
123.283	3.748	house	88
127.832	3.869	house	16
136.198	6.433	house	61
146.58	4.77	house	31
153.029	7.694	house	97
163.411	2.518	house	49
169.01	4.833	house	21
175.859	2.918	house	74
181.525	3.989	house	52
188.457	6.282	house	71
197.356	3.297	house	42
201.805	2.556	house	98
208.388	5.466	house	98
216.137	2.664	house	58
219.803	7.011	house	16
229.235	4.683	house	36
235.267	6.485	house	93
245.433	5.923	house	83
252.898	5.055	house	45
261.497	6.98	house	47
272.779	2.529	house	73
276.045	1.951	house	91
281.011	10.101	house	50
293.593	7.844	house	8
303.258	3.422	house	52
307.541	2.935	house	94
314.223	5.267	house	80
321.839	3.598	house	93
326.705	6.546	house	55
335.32	3.53	house	1
341.069	3.664	house	42
345.335	4.067	house	19
350.618	2.526	house	45
357.367	3.284	house	85
362.4	5.238	house	88
371.798	7.546	house	62
380.031	3.466	house	84
387.596	2.126	house	68
394.145	5.774	house	93
403.811	4.815	house	46
