onset	duration	trial_type	score
10.835	5.961	house	1
19.884	4.807	house	24
28.233	5.199	house	1
36.115	3.187	house	6
42.448	3.338	house	6
49.063	2.911	house	20
53.046	2.214	house	75
59.629	3.983	house	93
64.761	2.349	house	29
69.994	1.297	house	95
72.843	1.771	house	37
78.093	6.884	house	85
86.791	5.759	house	77
93.341	3.36	house	100
100.456	3.099	house	24
105.839	4.69	house	87
114.488	4.536	house	23
119.62	3.728	house	100
124.286	4.42	house	41
132.335	2.949	house	21
137.034	3.705	house	85
141.267	2.323	house	98
145.933	5.846	house	66
155.665	3.096	house	54
162.931	3.875	house	100
168.413	2.606	house	100
173.246	2.256	house	100
176.979	4.575	house	75
182.961	2.976	house	100
187.894	4.904	house	75
194.876	7.795	house	21
204.825	4.108	house	52
211.341	4.162	house	71
216.857	3.795	house	77
224.472	2.911	house	1
230.005	3.646	house	100
237.337	2.369	house	81
242.253	3.318	house	63
248.785	5.977	house	84
257.234	2.46	house	73
260.417	2.616	house	94
264.917	4.212	house	71
270.016	4.799	house	64
275.482	2.458	house	70
279.948	7.231	house	56
290.196	5.7	house	92
299.262	4.094	house	67
304.561	3.407	house	73
312.193	5.746	house	52
322.025	1.746	house	68
324.792	2.841	house	44
331.657	5.34	house	21
339.756	3.38	house	1
346.089	3.067	house	65
350.421	4.38	house	97
357.62	4.858	house	82
366.969	4.072	house	85
375.468	4.206	house	100
381.35	2.383	house	98
387.149	5.693	house	79
