onset	duration	trial_type	gain_amount	loss_amount	num_loss_cards
0	1.013	fmri_buffer	0	0	0
1.013	1.518	test_start_block	0	0	0
2.531	3.265	card_flip	12	-70	1
5.796	3.633	card_flip	12	-70	1
9.429	2.472	inter_trials	0	0	0
11.901	2.37	card_flip	14	-75	1
14.271	1.042	card_flip	14	-75	1
15.313	1.554	card_flip	14	-75	1
16.867	2.463	inter_trials	0	0	0
19.33	2.196	card_flip	15	-70	1
21.526	2.534	inter_trials	0	0	0
24.06	1.697	card_flip	17	-75	1
25.757	1.684	card_flip	17	-75	1
27.441	0.902	card_flip	17	-75	1
28.343	2.468	inter_trials	0	0	0
30.811	2.42	card_flip	24	-60	2
33.231	2.67	inter_trials	0	0	0
35.901	1.743	card_flip	29	-75	2
37.644	3.4	card_flip	29	-75	2
41.044	0.699	card_flip	29	-75	2
41.743	2.408	inter_trials	0	0	0
44.151	2.663	card_flip	17	-65	2
46.814	2.537	inter_trials	0	0	0
49.351	2.367	card_flip	14	-95	1
51.718	1.241	card_flip	14	-95	1
52.959	2.354	card_flip	14	-95	1
55.313	1.268	card_flip	14	-95	1
56.581	2.599	inter_trials	0	0	0
59.18	2.459	card_flip	15	-65	2
61.639	2.145	card_flip	15	-65	2
63.784	2.397	inter_trials	0	0	0
66.181	2.857	card_flip	17	-65	2
69.038	2.612	inter_trials	0	0	0
71.65	2.342	card_flip	13	-70	2
73.992	1.063	card_flip	13	-70	2
75.055	2.336	inter_trials	0	0	0
77.391	2.065	card_flip	15	-80	2
79.456	2.275	inter_trials	0	0	0
81.731	4.036	card_flip	14	-65	3
85.767	2.463	inter_trials	0	0	0
88.23	5.175	card_flip	1	-45	1
93.405	2.36	card_flip	1	-45	1
95.765	2.332	card_flip	1	-45	1
98.097	2.355	card_flip	1	-45	1
100.452	2.548	card_flip	1	-45	1
103	3.365	card_flip	1	-45	1
106.365	3.287	inter_trials	0	0	0
109.652	2.465	card_flip	15	-70	3
112.117	3.009	card_flip	15	-70	3
115.126	0.747	card_flip	15	-70	3
115.873	2.258	inter_trials	0	0	0
118.131	4.83	card_flip	30	-50	3
122.961	2.27	inter_trials	0	0	0
125.231	4.852	card_flip	17	-70	2
130.083	2.337	inter_trials	0	0	0
132.42	2.424	card_flip	7	-95	1
134.844	1.327	card_flip	7	-95	1
136.171	2.283	card_flip	7	-95	1
138.454	3.515	card_flip	7	-95	1
141.969	1.852	card_flip	7	-95	1
143.821	2.75	inter_trials	0	0	0
146.571	5.178	card_flip	9	-100	1
151.749	1.383	card_flip	9	-100	1
153.132	1.734	card_flip	9	-100	1
154.866	2.199	card_flip	9	-100	1
157.065	2.13	card_flip	9	-100	1
159.195	0.758	card_flip	9	-100	1
159.953	2.403	inter_trials	0	0	0
162.356	2.83	card_flip	15	-80	2
165.186	2.378	card_flip	15	-80	2
167.564	2.633	card_flip	15	-80	2
170.197	0.724	card_flip	15	-80	2
170.921	2.328	inter_trials	0	0	0
173.249	1.814	card_flip	16	-70	2
175.063	2.422	card_flip	16	-70	2
177.485	1.801	card_flip	16	-70	2
179.286	0.956	card_flip	16	-70	2
180.242	2.259	inter_trials	0	0	0
182.501	2.748	card_flip	30	-45	5
185.249	2.273	inter_trials	0	0	0
187.522	2.363	card_flip	13	-75	1
189.885	2.63	card_flip	13	-75	1
192.515	2.465	inter_trials	0	0	0
194.98	4.142	card_flip	14	-70	1
199.122	1.331	card_flip	14	-70	1
200.453	1.194	card_flip	14	-70	1
201.647	2.463	inter_trials	0	0	0
204.11	1.595	card_flip	16	-80	1
205.705	1.046	card_flip	16	-80	1
206.751	0.651	card_flip	16	-80	1
207.402	2.549	inter_trials	0	0	0
209.951	1.553	card_flip	17	-70	1
211.504	1.358	card_flip	17	-70	1
212.862	0.573	card_flip	17	-70	1
213.435	2.404	inter_trials	0	0	0
215.839	2.455	card_flip	25	-65	2
218.294	2.467	inter_trials	0	0	0
220.761	1.327	card_flip	30	-80	2
222.088	2.542	inter_trials	0	0	0
224.63	1.5	card_flip	13	-95	1
226.13	1.347	card_flip	13	-95	1
227.477	3.127	card_flip	13	-95	1
230.604	2.546	inter_trials	0	0	0
233.15	1.795	card_flip	14	-90	1
234.945	1.159	card_flip	14	-90	1
236.104	1.521	card_flip	14	-90	1
237.625	0.798	card_flip	14	-90	1
238.423	2.608	inter_trials	0	0	0
241.031	3.067	card_flip	16	-70	2
244.098	2.482	inter_trials	0	0	0
246.58	2.812	card_flip	7	-100	1
249.392	2.339	inter_trials	0	0	0
251.731	3.229	card_flip	14	-80	2
254.96	2.168	card_flip	14	-80	2
257.128	2.225	card_flip	14	-80	2
