onset	duration	trial_type	gain_amount	loss_amount	num_loss_cards
0	1.026	fmri_buffer	0	0	0
1.026	1.505	test_start_block	0	0	0
2.531	2.006	card_flip	12	-70	1
4.537	1.381	card_flip	12	-70	1
5.918	0.909	card_flip	12	-70	1
6.827	2.483	inter_trials	0	0	0
9.31	1.408	card_flip	14	-75	1
10.718	1.465	card_flip	14	-75	1
12.183	1.497	card_flip	14	-75	1
13.68	2.482	inter_trials	0	0	0
16.162	1.385	card_flip	15	-70	1
17.547	2.459	card_flip	15	-70	1
20.006	1	card_flip	15	-70	1
21.006	2.537	inter_trials	0	0	0
23.543	1.117	card_flip	17	-75	1
24.66	2.335	card_flip	17	-75	1
26.995	1.546	card_flip	17	-75	1
28.541	2.482	inter_trials	0	0	0
31.023	1.504	card_flip	24	-60	2
32.527	2.676	inter_trials	0	0	0
35.203	1.048	card_flip	29	-75	2
36.251	2.412	inter_trials	0	0	0
38.663	2.281	card_flip	17	-65	2
40.944	2.621	card_flip	17	-65	2
43.565	2.88	card_flip	17	-65	2
46.445	2.546	inter_trials	0	0	0
48.991	2.336	card_flip	14	-95	1
51.327	2.07	card_flip	14	-95	1
53.397	2.604	inter_trials	0	0	0
56.001	1.744	card_flip	15	-65	2
57.745	2.732	card_flip	15	-65	2
60.477	1.533	card_flip	15	-65	2
62.01	2.402	inter_trials	0	0	0
64.412	1.388	card_flip	17	-65	2
65.8	2.209	card_flip	17	-65	2
68.009	2.906	card_flip	17	-65	2
70.915	1.234	card_flip	17	-65	2
72.149	2.603	inter_trials	0	0	0
74.752	1.772	card_flip	13	-70	2
76.524	2.527	card_flip	13	-70	2
79.051	3.034	card_flip	13	-70	2
82.085	2.799	card_flip	13	-70	2
84.884	1.019	card_flip	13	-70	2
85.903	2.338	inter_trials	0	0	0
88.241	2.942	card_flip	15	-80	2
91.183	3.574	card_flip	15	-80	2
94.757	4.038	card_flip	15	-80	2
98.795	4.092	card_flip	15	-80	2
102.887	2.267	inter_trials	0	0	0
105.154	1.024	card_flip	14	-65	3
106.178	2.279	card_flip	14	-65	3
108.457	2.317	card_flip	14	-65	3
110.774	2.962	card_flip	14	-65	3
113.736	2.192	card_flip	14	-65	3
115.928	2.465	inter_trials	0	0	0
118.393	6.037	card_flip	1	-45	1
124.43	3.204	card_flip	1	-45	1
127.634	3.287	inter_trials	0	0	0
130.921	1.86	card_flip	15	-70	3
132.781	2.905	card_flip	15	-70	3
135.686	3.312	card_flip	15	-70	3
138.998	1.072	card_flip	15	-70	3
140.07	2.273	inter_trials	0	0	0
142.343	5.212	card_flip	30	-50	3
147.555	2.268	inter_trials	0	0	0
149.823	1.656	card_flip	17	-70	2
151.479	4.02	card_flip	17	-70	2
155.499	2.926	card_flip	17	-70	2
158.425	1.012	card_flip	17	-70	2
159.437	2.334	inter_trials	0	0	0
161.771	4.573	card_flip	7	-95	1
166.344	2.258	card_flip	7	-95	1
168.602	2.75	inter_trials	0	0	0
171.352	4.323	card_flip	9	-100	1
175.675	2.12	card_flip	9	-100	1
177.795	2.671	card_flip	9	-100	1
180.466	3.186	card_flip	9	-100	1
183.652	3.008	card_flip	9	-100	1
186.66	2.402	inter_trials	0	0	0
189.062	2.527	card_flip	15	-80	2
191.589	3.079	card_flip	15	-80	2
194.668	0.569	card_flip	15	-80	2
195.237	2.336	inter_trials	0	0	0
197.573	3.083	card_flip	16	-70	2
200.656	2.821	card_flip	16	-70	2
203.477	2.19	card_flip	16	-70	2
205.667	2.266	inter_trials	0	0	0
207.933	5	card_flip	30	-45	5
212.933	2.271	inter_trials	0	0	0
215.204	8.553	card_flip	13	-75	1
223.757	6.056	card_flip	13	-75	1
229.813	2.479	inter_trials	0	0	0
232.292	1.886	card_flip	14	-70	1
234.178	2.465	inter_trials	0	0	0
236.643	2.423	card_flip	16	-80	1
239.066	2.535	inter_trials	0	0	0
241.601	3.298	card_flip	17	-70	1
244.899	2.391	card_flip	17	-70	1
247.29	2.402	inter_trials	0	0	0
249.692	3.24	card_flip	25	-65	2
252.932	1.573	card_flip	25	-65	2
254.505	2.468	inter_trials	0	0	0
256.973	2.988	card_flip	30	-80	2
259.961	1.934	card_flip	30	-80	2
261.895	2.542	inter_trials	0	0	0
264.437	4.493	card_flip	13	-95	1
268.93	2.542	inter_trials	0	0	0
271.472	2.17	card_flip	14	-90	1
273.642	2.381	card_flip	14	-90	1
276.023	3.654	card_flip	14	-90	1
279.677	0.73	card_flip	14	-90	1
280.407	2.616	inter_trials	0	0	0
283.023	3.033	card_flip	16	-70	2
286.056	1.772	card_flip	16	-70	2
287.828	2.475	inter_trials	0	0	0
290.303	3.8	card_flip	7	-100	1
294.103	2.009	card_flip	7	-100	1
296.112	3.658	card_flip	7	-100	1
299.77	0.932	card_flip	7	-100	1
300.702	2.341	inter_trials	0	0	0
303.043	2.647	card_flip	14	-80	2
305.69	3.998	card_flip	14	-80	2
309.688	2.275	inter_trials	0	0	0
311.963	1.973	card_flip	15	-75	2
313.936	0.741	card_flip	15	-75	2
314.677	2.685	inter_trials	0	0	0
317.362	2.246	card_flip	15	-65	3
319.608	2.475	inter_trials	0	0	0
322.083	2.343	card_flip	14	-70	3
324.426	2.417	inter_trials	0	0	0
326.843	2.164	card_flip	11	-30	5
329.007	2.615	inter_trials	0	0	0
331.622	1.744	card_flip	15	-75	2
333.366	2.347	inter_trials	0	0	0
335.713	4.335	card_flip	17	-75	2
340.048	4.424	card_flip	17	-75	2
344.472	2.608	inter_trials	0	0	0
347.08	6.746	card_flip	2	-25	1
353.826	2.407	inter_trials	0	0	0
356.233	1.942	card_flip	9	-95	1
358.175	2.212	card_flip	9	-95	1
360.387	2.411	card_flip	9	-95	1
362.798	1.815	card_flip	9	-95	1
364.613	2.338	inter_trials	0	0	0
366.951	2.263	card_flip	11	-100	1
369.214	5.421	card_flip	11	-100	1
374.635	2.494	card_flip	11	-100	1
377.129	1.896	card_flip	11	-100	1
379.025	0.652	card_flip	11	-100	1
379.677	2.346	inter_trials	0	0	0
382.023	2.509	card_flip	16	-75	2
384.532	1.584	card_flip	16	-75	2
386.116	4.248	card_flip	16	-75	2
390.364	2.327	inter_trials	0	0	0
392.691	2.724	card_flip	17	-80	2
395.415	3.111	card_flip	17	-80	2
398.526	2.397	inter_trials	0	0	0
400.923	10.009	rest_block	0	0	0
410.932	4.142	card_flip	13	-70	1
415.074	3.831	card_flip	13	-70	1
418.905	0.778	card_flip	13	-70	1
419.683	2.27	inter_trials	0	0	0
421.953	0.03	calculate reward	0	0	0
421.983	64.465	reward	0	0	0
486.448	1.929	end	0	0	0
