onset	duration	trial_type	score
10.41	3.567	food	4
15.392	2.588	food	20
19.708	2.085	food	55
24.808	5.015	food	1
33.506	6.355	food	88
40.722	10	food_too-slow	n/a
56.887	10	food	22
79.867	10	food_too-slow	n/a
79.867	10	food	31
102.73	10.619	food	74
116.228	10	food_too-slow	n/a
116.228	10	food	15
142.125	9.005	food	13
155.339	8.642	food	69
168.338	10	food_too-slow	n/a
168.338	10	food	77
195.201	10	food_too-slow	n/a
195.201	10	food	83
216.997	10	food_too-slow	n/a
216.997	10	food	14
252.276	3.107	food	32
257.259	10	food_too-slow	n/a
245.51	3.683	food	70
278.539	7.101	food	41
286.171	10	food_too-slow	n/a
271.906	5.952	food	33
313.551	10.316	food	33
326.349	3.445	food	27
330.798	4.446	food	14
338.597	10	food_too-slow	n/a
301.152	8.239	food	29
362.061	3.498	food	28
368.976	2.885	food	64
375.009	10	food_too-slow	n/a
355.395	2.388	food	16
399.239	10.57	food	3
410.554	5.237	food	58
418.536	8.736	food	63
428.885	2.018	food	21
432.984	10	food_too-slow	n/a
393.173	4.713	food	9
456.131	10	food_too-slow	n/a
448.115	5.795	food	79
478.261	5.353	food	33
486.16	9.911	food	35
497.742	2.955	food	14
503.907	5.964	food	7
512.29	2.238	food	5
516.339	2.072	food	18
521.088	5.385	food	62
