onset	duration	trial_type	score
7.947	3.22	face	12
13.913	4.118	face	1
19.312	2.153	face	27
25.144	2.585	face	32
28.477	4.821	face	73
37.593	1.96	face	21
41.759	1.977	face	74
44.258	1.66	face	65
50.058	1.756	face	17
53.29	2.445	face	1
56.823	2.322	face	47
61.089	3.921	face	62
68.372	2.272	face	1
73.254	1.869	face	31
76.121	6.803	face	72
84.136	2.903	face	31
91.002	3.791	face	80
98.617	3.882	face	1
103.85	3.428	face	68
110.099	2.265	face	35
113.515	3.824	face	91
119.348	1.788	face	8
123.614	2.131	face	25
128.697	2.103	face	82
134.213	2.369	face	6
138.262	2.316	face	86
144.661	2.166	face	98
149.11	2.549	face	48
154.21	3.378	face	34
158.459	4.446	face	12
166.658	6.947	face	64
176.823	3.038	face	97
180.539	3.437	face	95
187.588	2.133	face	30
192.138	3.138	face	23
197.954	3.624	face	60
203.12	5.27	face	76
211.268	3.599	face	20
218.351	6.711	face	87
225.666	5.837	face	75
235.048	6.246	face	53
244.447	8.613	face	71
257.562	1.653	face	12
262.228	2.975	face	84
268.477	2.23	face	1
272.527	5.364	face	92
282.259	4.718	face	84
290.057	2.894	face	19
296.99	3.722	face	20
302.322	7.323	face	90
310.588	2.747	face	66
314.137	3.629	face	87
319.187	5.891	face	75
327.152	3.754	face	1
335.134	2.578	face	55
341.617	5.965	face	8
349.732	3.196	face	1
355.282	5.788	face	5
365.48	1.778	face	36
369.146	3.975	face	1
