onset	duration	trial_type	score
8.234	3.243	house	1
13.433	1.82	house	1
18.732	3.885	house	5
26.565	2.762	house	1
30.531	2.695	house	30
36.513	5.318	house	100
45.379	3.517	house	40
52.661	3.85	house	81
57.794	3.907	house	100
63.709	3.725	house	80
69.175	3.295	house	9
76.158	5.579	house	71
82.69	4.144	house	1
87.639	1.613	house	1
91.472	1.928	house	1
95.755	1.893	house	1
102.004	1.616	house	1
106.503	3.664	house	27
112.053	6.417	house	78
121.151	4.384	house	80
126.401	4.506	house	71
134.05	2.52	house	1
139.982	1.876	house	1
143.448	3.741	house	76
149.597	5.97	house	89
158.046	1.873	house	1
160.446	2.265	house	17
166.862	4.907	house	37
174.861	3.644	house	23
179.86	1.583	house	1
185.059	3.767	house	28
192.725	4.056	house	52
199.99	4.398	house	57
205.123	4.477	house	3
212.955	2.328	house	1
215.888	1.761	house	1
218.788	2.166	house	19
223.57	2.416	house	11
228.803	1.998	house	1
233.752	4.048	house	1
242.301	4.896	house	46
251.3	2.35	house	72
257.682	3.766	house	28
262.448	2.406	house	1
269.281	1.656	house	1
272.414	5.523	house	45
279.746	3.054	house	22
283.862	3.687	house	78
291.778	5.102	house	26
298.96	6.684	house	89
309.458	3.32	house	12
314.458	4.746	house	77
323.506	7.535	house	31
333.788	3.776	house	56
340.571	4.654	house	78
347.503	7.545	house	47
356.452	2.717	house	43
361.718	3.274	house	19
365.651	4.899	house	69
372.7	4.754	house	26
