onset	duration	trial_type	score
8.104	3.632	painting	30
14.286	3.671	painting	73
18.685	6.572	painting	4
27.334	6.214	painting	79
36.566	5.742	painting	77
44.199	3.132	painting	9
50.081	3.914	painting	37
54.53	3.965	painting	33
62.779	3.713	painting	82
70.378	5.5	painting	22
80.093	3.698	painting	1
85.343	4.596	painting	84
93.025	3.658	painting	1
98.158	5.494	painting	47
106.856	6.8	painting	64
116.072	3.285	painting	1
120.488	6.639	painting	58
130.27	5.438	painting	46
136.569	7.092	painting	1
144.868	4.576	painting	100
153.267	3.751	painting	100
159.366	5.234	painting	45
168.031	3.932	painting	12
176.047	5.251	painting	46
181.913	5.994	painting	84
191.661	3.609	painting	1
197.544	2.343	painting	1
200.677	3.059	painting	77
204.743	3.223	painting	68
210.792	4.718	painting	28
217.991	3.526	painting	1
226.006	5.723	painting	50
233.955	4.94	painting	65
242.521	2.746	painting	1
245.937	5.102	painting	52
253.186	4.167	painting	21
260.035	4.055	painting	52
268.034	3.958	painting	23
276.349	5.013	painting	1
285.798	2.757	painting	5
290.497	5.021	painting	53
296.797	2.408	painting	29
302.146	4.434	painting	15
309.928	5.985	painting	67
317.91	3.805	painting	37
322.776	4.326	painting	34
329.975	2.812	painting	1
334.591	2.549	painting	1
340.69	2.914	painting	40
344.957	3.694	painting	1
352.822	4.033	painting	22
357.788	3.521	painting	75
364.804	5.611	painting	31
374.436	4.368	painting	45
382.501	3.1	painting	1
387.217	4.733	painting	75
395.233	4.218	painting	22
401.132	5.462	painting	70
408.014	9.634	painting	53
420.263	3.293	painting	1
