onset	duration	trial_type	response
183.6579	3.0227	cross	other
188.1805	1.5226	response	hit
189.7031	1.5226	blank2	other
191.2424	0.4226	cross	other
191.765	1.5226	6_letters_same	other
193.2876	3.0227	cross	other
197.8102	1.5226	response	hit
199.3328	2.0226	blank2	other
201.3721	0.4226	cross	other
201.8947	1.5226	4_letters_different	other
203.4173	3.0227	cross	other
207.9399	1.5226	response	hit
209.4625	3.0226	blank2	other
212.5018	0.4227	cross	other
213.0245	1.5226	6_letters_same	other
214.5471	3.0227	cross	other
219.0697	1.5226	response	hit
220.5923	4.0226	blank2	other
224.6315	0.4226	cross	other
225.1375	1.5226	2_letters_different	other
226.6601	3.0227	cross	other
231.1827	1.5226	response	hit
232.7053	2.5226	blank2	other
235.2446	0.4226	cross	other
235.7672	1.5226	4_letters_same	other
237.2898	3.0227	cross	other
241.8124	1.5227	response	hit
243.3351	1.0226	blank2	other
244.3743	0.4227	cross	other
244.897	1.5226	6_letters_different	other
246.4197	3.0227	cross	other
250.9423	1.5226	response	hit
252.4649	1.5226	blank2	other
254.0041	0.4226	cross	other
254.5268	1.5226	2_letters_same	other
256.0493	3.0227	cross	other
260.5719	1.5226	response	hit
262.0945	6.0226	blank2	other
268.1338	0.4226	cross	other
268.6564	1.5226	4_letters_same	other
270.179	3.0227	cross	other
274.7016	1.5226	response	hit
276.2242	4.0226	blank2	other
280.2635	0.4226	cross	other
280.7861	1.5226	4_letters_different	other
282.3087	3.0227	cross	other
286.8313	1.5226	response	hit
288.3539	1.5226	blank2	other
289.8931	0.4226	cross	other
290.4158	1.5226	2_letters_same	other
291.9384	3.0227	cross	other
296.461	1.5226	response	hit
297.9836	5.0226	blank2	other
303.0228	0.4226	cross	other
303.5454	1.5226	6_letters_different	other
305.068	3.0227	cross	other
309.5906	1.5226	response	hit
311.1132	1.0226	blank2	other
312.1525	0.4227	cross	other
312.6752	1.5226	4_letters_same	other
314.1978	3.0227	cross	other
318.7204	1.5226	response	hit
320.2429	3.0226	blank2	other
323.2822	0.4226	cross	other
323.8048	1.5226	2_letters_same	other
325.3274	3.0227	cross	other
329.85	1.5226	response	hit
331.3726	6.0226	blank2	other
337.4119	0.4226	cross	other
337.9345	1.5226	2_letters_same	other
339.4571	3.0227	cross	other
343.9797	1.5226	response	hit
345.5023	3.0226	blank2	other
348.5416	0.4227	cross	other
349.0476	1.5162	2_letters_same	other
350.5638	3.0227	cross	other
355.0863	1.5226	response	hit
356.6089	1.5226	blank2	other
358.1482	0.4226	cross	other
358.6542	1.5226	4_letters_different	other
360.1767	3.0227	cross	other
364.6993	1.5226	response	hit
366.2219	5.5226	blank2	other
371.7612	0.4226	cross	other
372.2671	1.5226	4_letters_different	other
373.7897	3.0228	cross	other
378.3124	1.5226	response	hit
379.835	4.0226	blank2	other
383.8742	0.4226	cross	other
384.3969	1.5226	6_letters_different	other
385.9195	3.0227	cross	other
390.4421	1.5226	response	hit
391.9647	4.0226	blank2	other
396.0039	0.4227	cross	other
396.5266	1.5226	4_letters_same	other
398.0492	3.0227	cross	other
402.5718	1.5226	response	hit
404.0945	1.5226	blank2	other
