onset	duration	trial_type	response
278.289	1.5226	response	miss
279.8116	4.0226	blank2	other
283.8508	0.4226	cross	other
284.3735	1.5226	6_letters_same	other
285.8961	3.0227	cross	other
290.4187	1.5226	response	miss
291.9412	3.0226	blank2	other
294.9805	0.4226	cross	other
295.5031	1.5226	4_letters_different	other
297.0257	3.0227	cross	other
301.5483	1.5226	response	miss
303.0709	4.0226	blank2	other
307.1102	0.4226	cross	other
307.6328	1.5226	2_letters_same	other
309.1554	3.0227	cross	other
313.6779	1.5226	response	miss
315.2005	1.5226	blank2	other
316.7398	0.4226	cross	other
317.2457	1.5226	4_letters_same	other
318.7683	3.0227	cross	other
323.2909	1.5226	response	miss
324.8135	2.0226	blank2	other
326.8528	0.4226	cross	other
327.3754	1.5226	4_letters_same	other
328.898	3.0227	cross	other
333.4206	1.5226	response	miss
334.9432	1.5226	blank2	other
336.4825	0.4226	cross	other
337.0051	1.5226	4_letters_same	other
338.5277	3.0227	cross	other
343.0503	1.5226	response	miss
344.5729	3.5226	blank2	other
348.1121	0.4227	cross	other
348.6348	1.5226	6_letters_different	other
350.1574	3.0227	cross	other
354.68	1.5226	response	miss
356.2025	2.0226	blank2	other
358.2418	0.4226	cross	other
358.7644	1.5226	2_letters_same	other
360.287	3.0227	cross	other
364.8096	1.5226	response	miss
366.3322	1.5226	blank2	other
367.8715	0.4226	cross	other
368.3941	1.5226	2_letters_different	other
369.9167	3.0227	cross	other
374.4393	1.5226	response	miss
375.9619	2.0226	blank2	other
378.0012	0.4227	cross	other
378.5239	1.5226	6_letters_same	other
380.0465	3.0227	cross	other
384.5691	1.5226	response	miss
386.0917	4.0226	blank2	other
