onset	duration	trial_type	response
0.0228	5.0226	Bfix	other
5.0787	0.2227	characters	other
6.574	0.2226	house	other
7.8358	0.2226	characters	other
9.1311	0.2226	animal	other
10.4262	0.2226	target_fruit	other
11.8881	0.2226	pseudoword	other
13.25	0.2226	pseudoword	other
14.6118	0.2226	characters	other
15.9737	0.2226	characters	other
17.3355	0.2226	characters	other
18.8307	0.2226	animal	other
20.1092	0.2226	house	other
21.4044	0.2226	animal	other
22.7996	0.2226	animal	other
24.2614	0.2226	characters	other
25.7566	0.2226	target_fruit	other
27.1185	0.2226	characters	other
28.4137	0.2226	house	other
29.7757	0.2226	characters	other
31.2709	0.2226	house	other
32.6328	0.2226	pseudoword	other
34.028	0.2226	animal	other
35.2899	0.2226	pseudoword	other
36.6851	0.2226	house	other
38.1802	0.2226	animal	other
39.6421	5.0262	Bfix	other
44.6683	0.2226	pseudoword	other
46.1302	0.2226	characters	other
47.6254	0.2226	animal	other
48.9206	0.2226	house	other
50.2824	0.2226	pseudoword	other
51.5776	0.2226	house	other
53.0395	0.2226	pseudoword	other
54.3347	0.2226	house	other
55.6299	0.2227	house	other
57.1252	0.2226	house	other
58.387	0.2226	pseudoword	other
59.6655	0.2226	animal	other
61.0608	0.2226	target_fruit	other
62.356	0.2226	house	other
63.8178	0.2226	characters	other
65.213	0.2226	house	other
66.6082	0.2226	house	other
68.0034	0.2226	house	other
69.3652	0.2226	pseudoword	other
70.6271	0.2226	characters	other
72.0889	5.0226	Bfix	other
77.1616	0.2226	house	other
78.6567	0.2226	animal	other
80.0186	0.2226	pseudoword	other
81.4805	0.2226	pseudoword	other
82.8423	0.2226	characters	other
84.3042	0.2226	characters	other
85.6994	0.2226	animal	other
87.0946	0.2226	house	other
88.3897	0.2226	animal	other
89.7683	0.2226	animal	other
91.1635	0.2226	animal	other
92.4587	0.2226	house	other
93.7538	0.2226	animal	other
95.049	0.2226	house	other
96.3109	0.2226	pseudoword	other
97.5728	0.2226	pseudoword	other
99.068	0.2226	animal	other
100.4632	0.2226	animal	other
101.7251	0.2226	pseudoword	other
103.0202	0.2226	animal	other
104.2821	0.2226	characters	other
105.6439	0.2226	pseudoword	other
107.0391	0.2226	target_fruit	other
108.401	0.2226	pseudoword	other
109.8962	0.2226	house	other
111.3914	0.2226	animal	other
112.7532	0.2226	pseudoword	other
114.0151	0.2226	characters	other
115.5103	0.2227	animal	other
116.8057	0.2226	house	other
118.0675	5.0226	Bfix	other
123.1401	0.2226	house	other
124.4353	0.2226	animal	other
125.8972	0.2226	pseudoword	other
127.259	0.2226	characters	other
128.6209	0.2226	characters	other
130.1161	0.2226	animal	other
131.3779	0.2226	characters	other
132.8564	0.2226	house	other
134.2183	0.2226	pseudoword	other
135.4968	0.2226	animal	other
136.8587	0.2226	pseudoword	other
138.1205	0.2226	characters	other
139.4824	0.2226	pseudoword	other
140.8776	0.2226	animal	other
142.3395	0.2226	pseudoword	other
143.6014	0.2226	characters	other
145.0633	0.2226	pseudoword	other
146.3251	0.2226	characters	other
147.787	0.2226	characters	other
149.1488	0.2226	pseudoword	other
150.6107	5.0226	Bfix	other
155.6499	0.2226	pseudoword	other
157.1118	0.2226	characters	other
158.4737	0.2226	characters	other
159.7689	0.2226	house	other
161.2641	0.2226	target_fruit	other
162.5593	0.2226	house	other
164.0379	0.2226	house	other
165.5164	0.2226	animal	other
166.8949	0.2226	animal	other
168.2901	0.2226	animal	other
169.652	5.0595	Bfix	other
174.7114	0.2226	scene	other
176.1066	0.2226	visage	other
177.4019	0.2226	tool	other
178.7971	0.2226	visage	other
180.1923	0.2226	scene	other
181.5708	0.2226	target_fruit	other
183.066	0.2226	scrambled	other
184.3612	0.2226	scene	other
185.7564	0.2226	scrambled	other
187.0516	0.2226	scrambled	other
188.4468	0.2226	scrambled	other
189.942	0.2226	scrambled	other
191.2371	0.2226	visage	other
192.5323	0.2226	tool	other
193.9275	0.2226	scene	other
195.4227	0.2226	scene	other
196.9179	0.2226	scene	other
198.3131	0.2226	tool	other
199.8083	0.2226	scene	other
201.2035	0.2226	scrambled	other
202.5987	0.2226	scene	other
204.0773	0.2226	visage	other
205.3725	0.2226	visage	other
206.6676	0.2167	scrambled	other
208.057	0.2226	tool	other
209.5188	5.0553	Bfix	other
214.5741	0.2226	scrambled	other
215.8693	0.2226	tool	other
217.3479	0.2226	visage	other
218.6431	0.2227	scrambled	other
220.0384	0.2226	scrambled	other
221.5169	0.2226	scrambled	other
222.7954	0.2227	tool	other
224.174	0.2226	scene	other
225.5692	0.2226	scrambled	other
227.0644	0.2226	scene	other
228.5596	0.2226	scene	other
229.9548	0.2226	scrambled	other
231.45	0.2226	visage	other
232.7285	0.2226	target_fruit	other
234.107	0.2226	tool	other
235.5022	0.2226	tool	other
236.8974	0.2226	visage	other
238.1759	0.2226	target_fruit	other
239.5711	0.2226	scrambled	other
