onset	duration	trial_type	score
7.429	3.324	face	47
12.828	3.991	face	45
20.844	3.066	face	7
25.126	3.315	face	72
31.592	3.952	face	76
39.108	2.418	face	28
44.474	3.022	face	69
50.306	4.274	face	46
58.538	4.013	face	64
64.171	3.223	face	63
68.454	3.91	face	35
75.236	4.558	face	53
83.552	2.232	face	32
87.934	2.367	face	17
94.117	2.18	face	23
98.25	4.614	face	55
106.082	3.11	face	75
111.881	2.791	face	49
117.43	2.375	face	66
121.83	3.645	face	22
126.829	2.609	face	25
130.112	4.739	face	45
136.528	4.558	face	69
144.443	2.953	face	66
151.742	2.694	face	62
158.874	3.849	face	64
165.274	4.105	face	53
173.656	2.975	face	37
180.838	3.735	face	12
186.387	2.875	face	1
191.537	2.401	face	19
196.952	4.417	face	52
202.102	4.492	face	59
210.001	5.386	face	61
217.733	2.546	face	64
222.766	2.783	face	6
227.032	2.409	face	17
231.648	2.242	face	38
234.897	2.576	face	2
241.963	3.901	face	61
246.412	4.315	face	55
251.528	2.656	face	1
258.077	2.685	face	14
261.377	4.257	face	36
266.576	3.346	face	61
271.075	2.417	face	34
277.658	2.751	face	25
283.707	3.01	face	20
288.59	2.749	face	68
294.822	3.172	face	61
299.738	5.147	face	57
308.504	4.117	face	27
315.236	2.526	face	58
321.852	3.678	face	24
327.084	2.56	face	1
332.05	3.495	face	57
339.233	3.821	face	60
343.932	2.797	face	35
348.148	4.82	face	55
356.047	2.726	face	65
