onset	duration	trial_type
0.004	1.309	prefix
1.314	1.119	stim
2.432	1.738	resp_purple-left_init
4.17	1.734	out_-10
5.905	2.572	postfix
8.477	0.546	prefix
9.023	0.715	stim
9.737	1.737	resp_green-right_switch
11.475	1.735	out_-20
13.21	3.738	postfix
16.948	0.585	prefix
17.534	1.364	stim
18.897	1.738	resp_purple-left_switch
20.635	1.734	out_-20
22.369	3.044	postfix
25.413	0.628	prefix
26.04	0.779	stim
26.819	1.737	resp_purple-left_stay
28.556	1.734	out_-10
30.29	3.588	postfix
33.878	0.612	prefix
34.49	1.037	stim
35.527	1.737	resp_green-right_switch
37.264	1.733	out_+10
38.997	3.345	postfix
42.342	1.074	prefix
43.416	0.849	stim
44.266	1.737	resp_green-left_stay
46.003	1.735	out_+10
47.738	3.069	postfix
50.807	0.601	prefix
51.408	0.729	stim
52.136	1.738	resp_green-right_stay
53.875	1.733	out_-20
55.608	3.664	postfix
59.272	0.834	prefix
60.106	0.852	stim
60.958	1.738	resp_green-right_stay
62.697	1.733	out_+10
64.43	3.307	postfix
67.737	1.481	prefix
69.218	0.812	stim
70.03	1.738	resp_green-left_stay
71.769	1.734	out_+20
73.502	2.7	postfix
76.202	1.406	prefix
77.608	0.726	stim
78.333	1.736	resp_green-right_stay
80.07	1.735	out_+10
81.804	2.863	postfix
84.667	0.675	prefix
85.342	1.255	stim
86.597	1.737	resp_purple-right_switch
88.334	1.735	out_+10
90.07	3.064	postfix
93.134	0.716	prefix
93.85	0.859	stim
94.709	1.737	resp_purple-left_stay
96.447	1.734	out_-10
98.181	3.418	postfix
101.598	1.476	prefix
103.074	0.525	stim
103.599	1.737	resp_purple-left_stay
105.337	1.735	out_-10
107.072	2.993	postfix
110.064	1.327	prefix
111.391	1.239	stim
112.631	1.738	resp_green-left_switch
114.368	1.735	out_-10
116.103	2.428	postfix
118.531	0.6	prefix
119.131	0.779	stim
119.909	1.737	resp_green-left_stay
121.646	1.735	out_-10
123.381	3.615	postfix
126.996	0.54	prefix
127.537	1.12	stim
128.657	1.737	resp_purple-left_switch
130.394	1.733	out_-20
132.127	3.333	postfix
135.459	0.887	prefix
136.346	0.758	stim
137.105	1.739	resp_purple-right_stay
138.843	1.734	out_+20
140.578	3.357	postfix
143.935	1.106	prefix
145.041	0.637	stim
145.678	1.738	resp_purple-left_stay
147.416	1.734	out_-10
149.15	3.25	postfix
152.4	1.101	prefix
153.5	0.919	stim
154.42	1.737	resp_purple-left_stay
156.157	1.734	out_+20
157.891	2.972	postfix
160.863	0.722	prefix
161.585	0.666	stim
162.251	1.738	resp_purple-left_stay
163.989	1.734	out_+10
165.723	3.606	postfix
169.328	1.297	prefix
170.625	0.775	stim
171.4	1.737	resp_purple-left_stay
173.137	1.735	out_-10
174.871	2.921	postfix
177.793	1.103	prefix
178.896	0.497	stim
179.393	1.739	resp_purple-left_stay
181.132	1.734	out_+20
182.866	3.393	postfix
186.259	1.07	prefix
187.328	0.624	stim
187.953	1.737	resp_purple-left_stay
189.69	1.733	out_+10
191.423	3.299	postfix
194.722	0.983	prefix
195.706	0.54	stim
196.246	1.738	resp_purple-right_stay
197.984	1.734	out_-10
199.717	3.47	postfix
203.188	1.475	prefix
204.663	0.942	stim
205.605	1.737	resp_purple-left_stay
207.342	1.733	out_-20
209.075	2.576	postfix
211.651	1.183	prefix
212.835	0.793	stim
213.628	1.738	resp_purple-left_stay
215.366	1.734	out_-10
217.1	3.016	postfix
220.116	0.775	prefix
220.891	0.759	stim
221.65	1.738	resp_green-left_switch
223.388	1.734	out_-20
225.122	3.46	postfix
228.582	0.584	prefix
229.166	0.662	stim
229.828	1.738	resp_green-right_stay
231.566	1.734	out_+20
233.3	3.748	postfix
237.048	1.324	prefix
238.372	0.589	stim
238.961	1.738	resp_green-right_stay
240.699	1.734	out_+20
242.433	3.081	postfix
245.514	0.543	prefix
246.056	0.587	stim
246.644	1.737	resp_green-left_stay
248.381	1.734	out_+10
250.115	3.862	postfix
253.978	1.388	prefix
255.366	0.566	stim
255.932	1.738	resp_green-left_stay
257.67	1.735	out_+10
259.405	3.039	postfix
262.444	0.784	prefix
263.228	0.596	stim
263.824	1.737	resp_purple-left_switch
265.561	1.735	out_+10
267.296	3.612	postfix
270.908	1.201	prefix
272.11	0.767	stim
272.876	1.738	resp_purple-left_stay
274.614	1.735	out_-10
276.349	3.025	postfix
279.373	0.792	prefix
280.165	0.632	stim
280.797	1.737	resp_purple-left_stay
282.534	1.735	out_-10
284.269	3.569	postfix
287.837	1.077	prefix
288.914	0.776	stim
289.69	1.737	resp_green-right_switch
291.428	1.734	out_+10
293.161	3.14	postfix
296.301	0.881	prefix
297.182	0.626	stim
297.808	1.737	resp_green-right_stay
299.545	1.734	out_-20
301.279	3.487	postfix
304.766	0.553	prefix
305.318	0.618	stim
305.936	1.737	resp_green-right_stay
307.673	1.734	out_+20
309.407	3.823	postfix
313.231	0.616	prefix
313.847	0.561	stim
314.407	1.737	resp_green-left_stay
316.144	1.734	out_+10
317.878	3.815	postfix
321.693	0.858	prefix
322.552	0.628	stim
323.179	1.738	resp_green-left_stay
324.918	1.735	out_-20
326.652	3.508	postfix
330.16	1.276	prefix
331.436	0.65	stim
332.086	1.737	resp_green-left_stay
333.823	1.735	out_-20
335.558	3.066	postfix
338.624	0.647	prefix
339.27	1.011	stim
340.281	1.737	resp_green-right_stay
342.019	1.734	out_-20
343.752	3.337	postfix
347.089	1.101	prefix
348.19	0.613	stim
348.803	1.737	resp_green-left_stay
350.541	1.734	out_+10
352.274	3.282	postfix
355.556	0.839	prefix
356.396	0.701	stim
357.096	1.738	resp_green-right_stay
358.834	1.734	out_-20
360.569	3.453	postfix
364.022	0.628	prefix
364.65	0.526	stim
365.177	1.737	resp_green-left_stay
366.914	1.735	out_-10
368.649	3.839	postfix
372.488	1.112	prefix
373.601	0.747	stim
374.348	1.738	resp_purple-left_switch
376.085	1.735	out_-20
377.82	3.135	postfix
380.955	1.032	prefix
381.987	0.646	stim
382.633	1.737	resp_purple-left_stay
384.37	1.734	out_+20
386.103	3.316	postfix
389.419	0.865	prefix
390.284	0.75	stim
391.033	1.737	resp_purple-right_stay
392.771	1.735	out_+20
394.506	3.379	postfix
397.885	1.243	prefix
399.128	0.715	stim
399.843	1.738	resp_purple-right_stay
401.581	1.734	out_-10
403.315	3.035	postfix
406.35	0.82	prefix
407.169	0.461	stim
407.631	1.738	resp_green-left_switch
409.368	1.735	out_+20
411.104	3.713	postfix
414.817	1.445	prefix
416.262	0.557	stim
416.819	1.737	resp_green-left_stay
418.555	1.736	out_-10
420.291	2.994	postfix
423.285	1.055	prefix
424.34	0.761	stim
425.101	1.738	resp_purple-right_switch
426.838	1.733	out_+20
428.572	3.177	postfix
431.749	0.771	prefix
432.519	0.732	stim
433.251	1.736	resp_purple-left_stay
434.987	1.734	out_+10
436.721	3.492	postfix
440.213	0.892	prefix
441.105	1.078	stim
442.183	1.738	resp_purple-left_stay
443.921	1.735	out_+10
445.655	3.024	postfix
448.679	0.532	prefix
449.212	0.948	stim
450.16	1.737	resp_purple-left_stay
451.897	1.734	out_-20
453.631	3.513	postfix
457.144	0.698	prefix
457.841	0.661	stim
458.502	1.738	resp_purple-left_stay
460.24	1.734	out_-10
461.975	3.636	postfix
465.61	1.154	prefix
466.764	0.597	stim
467.361	1.737	resp_green-left_switch
469.098	1.734	out_+20
470.831	3.243	postfix
474.074	0.76	prefix
474.835	0.407	stim
475.242	1.738	resp_green-left_stay
476.979	1.734	out_-20
478.714	3.827	postfix
482.541	1.495	prefix
484.036	0.774	stim
484.81	1.739	resp_green-left_stay
486.548	1.734	out_+20
488.283	2.724	postfix
491.007	1.042	prefix
492.048	0.93	stim
492.979	1.737	resp_green-right_stay
494.716	1.735	out_+20
496.451	3.021	postfix
499.472	1.037	prefix
500.509	0.849	stim
501.358	1.737	resp_green-right_stay
503.095	1.736	out_-20
504.831	3.108	postfix
507.939	0.757	prefix
508.696	0.445	stim
509.141	1.738	resp_purple-left_switch
510.879	1.735	out_-20
512.613	3.791	postfix
516.404	1.133	prefix
517.537	0.549	stim
518.086	1.737	resp_purple-right_stay
519.824	1.734	out_+20
521.557	3.311	postfix
524.868	1.111	prefix
525.979	1.563	stim
527.542	1.738	resp_purple-right_stay
529.28	1.733	out_-20
531.014	2.32	postfix
533.334	1.442	prefix
534.776	0.947	stim
535.723	1.737	resp_purple-left_stay
537.46	1.734	out_-20
539.194	2.606	postfix
541.8	0.607	prefix
542.407	0.569	stim
542.976	1.738	resp_green-left_switch
544.715	1.734	out_-10
546.449	3.823	postfix
550.272	0.789	prefix
551.06	1.26	stim
552.32	1.738	resp_purple-left_switch
554.059	1.734	out_-10
555.792	2.945	postfix
558.737	0.555	prefix
559.293	0.423	stim
559.715	1.737	resp_green-left_switch
561.453	1.735	out_+10
563.188	4.015	postfix
567.203	1.199	prefix
568.402	0.768	stim
569.17	1.738	resp_green-right_stay
570.908	1.734	out_-10
572.642	3.026	postfix
575.668	0.885	prefix
576.553	0.419	stim
576.972	1.737	resp_purple-left_switch
578.71	1.733	out_-10
580.443	3.69	postfix
584.133	0.713	prefix
584.846	0.565	stim
585.411	1.738	resp_green-left_switch
587.15	1.734	out_-10
588.884	3.715	postfix
592.599	0.68	prefix
593.279	0.626	stim
593.905	1.737	resp_green-left_stay
595.642	1.734	out_+20
597.376	3.688	postfix
601.064	1.476	prefix
602.54	0.952	stim
603.492	1.738	resp_green-right_stay
605.23	1.734	out_-20
606.965	2.568	postfix
609.533	0.936	prefix
610.468	0.509	stim
610.977	1.738	resp_green-left_stay
612.714	1.734	out_-10
614.449	3.55	postfix
617.999	0.589	prefix
618.587	0.589	stim
619.176	1.736	resp_purple-right_switch
620.913	1.735	out_+20
622.647	3.816	postfix
626.464	1.37	prefix
627.834	0.461	stim
628.294	1.738	resp_purple-left_stay
630.032	1.735	out_+10
631.767	3.162	postfix
634.929	1.366	prefix
636.295	0.861	stim
637.156	1.738	resp_purple-left_stay
638.894	1.734	out_-10
640.628	2.766	postfix
643.394	0.697	prefix
644.091	0.592	stim
644.683	1.737	resp_green-right_switch
646.419	1.735	out_-20
648.154	3.705	postfix
651.859	1.373	prefix
653.232	0.719	stim
653.951	1.737	resp_green-right_stay
655.688	1.736	out_+20
657.424	2.902	postfix
660.326	1.376	prefix
