onset	duration	trial_type	large_amount	later_delay
0.0	1.018	fmri_buffer	stim	stim
1.018	1.521	test_start_block	stim	stim
2.539	5.859	stim	31.0	76.0
8.398	4.582	stim	43.0	19.0
12.98	4.638	stim	60.0	124.0
17.618	4.922	stim	27.0	142.0
22.54	4.519	stim	25.0	70.0
27.059	4.98	stim	44.0	92.0
32.039	4.929	stim	41.0	27.0
36.968	4.571	stim	64.0	89.0
41.539	4.51	stim	78.0	108.0
46.049	6.219	stim	80.0	145.0
52.268	4.71	stim	41.0	174.0
56.978	5.061	stim	42.0	145.0
62.039	5.049	stim	36.0	114.0
67.088	5.191	stim	58.0	55.0
72.279	4.991	stim	81.0	58.0
77.27	4.779	stim	32.0	111.0
82.049	4.79	stim	25.0	141.0
86.839	5.19	stim	67.0	23.0
92.029	5.2	stim	77.0	161.0
97.229	5.26	stim	55.0	163.0
102.489	4.581	stim	40.0	159.0
107.07	4.518	stim	76.0	161.0
111.588	4.911	stim	48.0	128.0
116.499	4.569	stim	39.0	95.0
121.068	6.222	stim	83.0	105.0
127.29	4.929	stim	67.0	41.0
132.219	5.27	stim	56.0	172.0
137.489	5.05	stim	28.0	123.0
142.539	4.65	stim	50.0	129.0
147.189	4.72	stim	23.0	61.0
151.909	4.651	stim	79.0	92.0
156.56	4.579	stim	61.0	141.0
161.139	4.58	stim	43.0	38.0
165.719	4.92	stim	66.0	145.0
170.639	4.85	stim	30.0	23.0
175.489	5.27	stim	32.0	57.0
180.759	4.79	stim	27.0	91.0
185.549	6.0	stim	43.0	120.0
191.549	5.599	stim	75.0	60.0
197.148	4.581	stim	34.0	176.0
201.729	5.119	stim	24.0	38.0
206.848	5.671	stim	82.0	74.0
212.519	4.59	stim	58.0	53.0
217.109	4.779	stim	54.0	23.0
221.888	5.061	stim	41.0	55.0
226.949	4.849	stim	77.0	142.0
231.798	5.19	stim	25.0	108.0
236.988	5.051	stim	33.0	163.0
242.039	4.99	stim	29.0	75.0
247.029	4.99	stim	45.0	157.0
252.019	5.33	stim	31.0	74.0
257.349	4.509	stim	80.0	39.0
261.858	5.047	stim	22.0	21.0
266.905	4.714	stim	52.0	139.0
271.619	4.86	stim	54.0	126.0
276.479	6.749	stim	23.0	176.0
283.228	4.511	stim	24.0	87.0
287.739	4.579	stim	36.0	140.0
292.318	4.72	stim	35.0	171.0
297.038	4.911	stim	34.0	43.0
301.949	4.59	stim	74.0	121.0
306.539	7.572	rest_block	stim	stim
314.111	5.797	stim	45.0	107.0
319.908	4.65	stim	77.0	24.0
324.558	4.571	stim	39.0	161.0
329.129	5.46	stim	62.0	180.0
334.589	5.39	stim	24.0	139.0
339.979	4.589	stim	58.0	72.0
344.568	6.272	stim	56.0	93.0
350.84	5.54	stim	45.0	26.0
356.38	4.58	stim	23.0	42.0
360.96	4.648	stim	50.0	41.0
365.608	4.65	stim	25.0	176.0
370.258	5.121	stim	54.0	22.0
375.379	5.32	stim	29.0	44.0
380.699	4.569	stim	24.0	89.0
385.268	4.572	stim	23.0	77.0
389.84	4.589	stim	27.0	130.0
394.429	4.86	stim	23.0	134.0
399.289	4.51	stim	55.0	107.0
403.799	5.67	stim	44.0	143.0
409.469	4.919	stim	23.0	110.0
414.388	4.64	stim	65.0	156.0
419.028	4.51	stim	22.0	27.0
423.538	4.521	stim	50.0	59.0
428.059	5.12	stim	85.0	129.0
433.179	6.139	stim	66.0	58.0
439.318	4.851	stim	49.0	172.0
444.169	4.579	stim	73.0	44.0
448.748	4.71	stim	58.0	73.0
453.458	5.871	stim	71.0	76.0
459.329	4.651	stim	67.0	74.0
463.98	5.328	stim	29.0	58.0
469.308	4.99	stim	39.0	104.0
474.298	4.57	stim	33.0	103.0
478.868	5.531	stim	33.0	78.0
484.399	5.599	stim	74.0	52.0
489.998	5.8	stim	28.0	132.0
495.798	4.59	stim	28.0	59.0
500.388	5.13	stim	28.0	163.0
505.518	4.52	stim	32.0	74.0
510.038	4.861	stim	57.0	89.0
514.899	4.569	stim	70.0	108.0
519.468	5.39	stim	72.0	95.0
524.858	5.051	stim	30.0	36.0
529.909	4.719	stim	41.0	129.0
534.628	4.921	stim	78.0	129.0
539.549	4.92	stim	71.0	88.0
544.469	4.86	stim	65.0	159.0
549.329	5.123	stim	24.0	125.0
554.452	5.116	stim	58.0	36.0
559.568	4.721	stim	63.0	37.0
564.289	4.849	stim	75.0	41.0
569.138	4.851	stim	45.0	72.0
573.989	6.9	stim	25.0	74.0
580.889	4.58	stim	65.0	137.0
585.469	4.78	stim	49.0	140.0
590.249	7.029	stim	67.0	103.0
597.278	4.72	stim	69.0	172.0
601.998	5.19	stim	66.0	71.0
607.188	5.061	stim	71.0	176.0
612.249	12.656	end	stim	stim
