onset	duration	trial_type	large_amount	later_delay
0.0	1.008	fmri_buffer	stim	stim
1.008	1.508	test_start_block	stim	stim
2.516	5.83	stim	31.0	76.0
8.346	4.58	stim	43.0	19.0
12.926	4.65	stim	60.0	124.0
17.576	4.911	stim	27.0	142.0
22.487	4.509	stim	25.0	70.0
26.996	4.981	stim	44.0	92.0
31.977	4.919	stim	41.0	27.0
36.896	4.579	stim	64.0	89.0
41.475	4.521	stim	78.0	108.0
45.996	6.209	stim	80.0	145.0
52.205	4.721	stim	41.0	174.0
56.926	5.051	stim	42.0	145.0
61.977	5.06	stim	36.0	114.0
67.037	5.198	stim	58.0	55.0
72.235	4.991	stim	81.0	58.0
77.226	4.779	stim	32.0	111.0
82.005	4.79	stim	25.0	141.0
86.795	5.189	stim	67.0	23.0
91.984	5.201	stim	77.0	161.0
97.185	5.27	stim	55.0	163.0
102.455	4.572	stim	40.0	159.0
107.027	4.509	stim	76.0	161.0
111.536	4.909	stim	48.0	128.0
116.445	4.581	stim	39.0	95.0
121.026	6.219	stim	83.0	105.0
127.245	4.91	stim	67.0	41.0
132.155	5.251	stim	56.0	172.0
137.406	5.059	stim	28.0	123.0
142.465	4.64	stim	50.0	129.0
147.105	4.721	stim	23.0	61.0
151.826	4.649	stim	79.0	92.0
156.475	4.58	stim	61.0	141.0
161.055	4.581	stim	43.0	38.0
165.636	4.931	stim	66.0	145.0
170.567	4.849	stim	30.0	23.0
175.416	5.259	stim	32.0	57.0
180.675	4.79	stim	27.0	91.0
185.465	6.001	stim	43.0	120.0
191.466	5.6	stim	75.0	60.0
197.066	4.579	stim	34.0	176.0
201.645	5.12	stim	24.0	38.0
206.765	5.672	stim	82.0	74.0
212.437	4.588	stim	58.0	53.0
217.025	4.781	stim	54.0	23.0
221.806	5.06	stim	41.0	55.0
226.866	4.848	stim	77.0	142.0
231.714	5.192	stim	25.0	108.0
236.906	5.059	stim	33.0	163.0
241.965	4.98	stim	29.0	75.0
246.945	4.981	stim	45.0	157.0
251.926	5.329	stim	31.0	74.0
257.255	4.519	stim	80.0	39.0
261.774	5.051	stim	22.0	21.0
266.825	4.711	stim	52.0	139.0
271.536	4.86	stim	54.0	126.0
276.396	6.81	stim	23.0	176.0
283.206	4.519	stim	24.0	87.0
287.725	4.58	stim	36.0	140.0
292.305	4.721	stim	35.0	171.0
297.026	4.919	stim	34.0	43.0
301.945	4.581	stim	74.0	121.0
306.526	7.51	rest_block	stim	stim
314.036	5.809	stim	45.0	107.0
319.845	4.64	stim	77.0	24.0
324.485	4.572	stim	39.0	161.0
329.057	5.458	stim	62.0	180.0
334.515	5.4	stim	24.0	139.0
339.915	4.58	stim	58.0	72.0
344.495	6.28	stim	56.0	93.0
350.775	5.54	stim	45.0	26.0
356.315	4.57	stim	23.0	42.0
360.885	4.64	stim	50.0	41.0
365.525	4.64	stim	25.0	176.0
370.165	5.13	stim	54.0	22.0
375.295	5.32	stim	29.0	44.0
380.615	4.586	stim	24.0	89.0
385.201	4.585	stim	23.0	77.0
389.786	4.581	stim	27.0	130.0
394.367	4.848	stim	23.0	134.0
399.215	4.521	stim	55.0	107.0
403.736	5.669	stim	44.0	143.0
409.405	4.92	stim	23.0	110.0
414.325	4.641	stim	65.0	156.0
418.966	4.533	stim	22.0	27.0
423.499	4.506	stim	50.0	59.0
428.005	5.12	stim	85.0	129.0
433.125	6.15	stim	66.0	58.0
439.275	4.861	stim	49.0	172.0
444.136	4.579	stim	73.0	44.0
448.715	4.711	stim	58.0	73.0
453.426	5.88	stim	71.0	76.0
459.306	4.64	stim	67.0	74.0
463.946	5.329	stim	29.0	58.0
469.275	4.981	stim	39.0	104.0
474.256	4.58	stim	33.0	103.0
478.836	5.53	stim	33.0	78.0
484.366	5.599	stim	74.0	52.0
489.965	5.8	stim	28.0	132.0
495.765	4.581	stim	28.0	59.0
500.346	5.119	stim	28.0	163.0
505.465	4.52	stim	32.0	74.0
509.985	4.861	stim	57.0	89.0
514.846	4.579	stim	70.0	108.0
519.425	5.4	stim	72.0	95.0
524.825	5.06	stim	30.0	36.0
529.885	4.711	stim	41.0	129.0
534.596	4.919	stim	78.0	129.0
539.515	4.911	stim	71.0	88.0
544.426	4.859	stim	65.0	159.0
549.285	5.119	stim	24.0	125.0
554.404	5.121	stim	58.0	36.0
559.525	4.71	stim	63.0	37.0
564.235	4.85	stim	75.0	41.0
569.085	4.86	stim	45.0	72.0
573.945	6.89	stim	25.0	74.0
580.835	4.58	stim	65.0	137.0
585.415	4.791	stim	49.0	140.0
590.206	7.018	stim	67.0	103.0
597.224	4.721	stim	69.0	172.0
601.945	5.2	stim	66.0	71.0
607.145	5.051	stim	71.0	176.0
612.196	8.597	end	stim	stim
