onset	duration	trial_type	large_amount	later_delay
0.0	1.015	fmri_buffer	stim	stim
1.015	1.521	test_start_block	stim	stim
2.536	5.837	stim	31.0	76.0
8.373	4.579	stim	43.0	19.0
12.952	4.64	stim	60.0	124.0
17.592	4.93	stim	27.0	142.0
22.522	4.52	stim	25.0	70.0
27.042	4.979	stim	44.0	92.0
32.021	4.931	stim	41.0	27.0
36.952	4.59	stim	64.0	89.0
41.542	4.51	stim	78.0	108.0
46.052	6.22	stim	80.0	145.0
52.272	4.71	stim	41.0	174.0
56.982	5.06	stim	42.0	145.0
62.042	5.06	stim	36.0	114.0
67.102	5.189	stim	58.0	55.0
72.291	4.981	stim	81.0	58.0
77.272	4.789	stim	32.0	111.0
82.061	4.781	stim	25.0	141.0
86.842	5.201	stim	67.0	23.0
92.043	5.199	stim	77.0	161.0
97.242	5.27	stim	55.0	163.0
102.512	4.579	stim	40.0	159.0
107.091	4.521	stim	76.0	161.0
111.612	4.929	stim	48.0	128.0
116.541	4.58	stim	39.0	95.0
121.121	6.221	stim	83.0	105.0
127.342	4.919	stim	67.0	41.0
132.261	5.261	stim	56.0	172.0
137.522	5.059	stim	28.0	123.0
142.581	4.641	stim	50.0	129.0
147.222	4.72	stim	23.0	61.0
151.942	4.65	stim	79.0	92.0
156.592	4.57	stim	61.0	141.0
161.162	4.58	stim	43.0	38.0
165.742	4.93	stim	66.0	145.0
170.672	4.851	stim	30.0	23.0
175.523	5.259	stim	32.0	57.0
180.782	4.78	stim	27.0	91.0
185.562	6.01	stim	43.0	120.0
191.572	5.61	stim	75.0	60.0
197.182	4.589	stim	34.0	176.0
201.771	5.12	stim	24.0	38.0
206.891	5.66	stim	82.0	74.0
212.551	4.58	stim	58.0	53.0
217.131	4.78	stim	54.0	23.0
221.911	5.062	stim	41.0	55.0
226.973	4.849	stim	77.0	142.0
231.822	5.19	stim	25.0	108.0
237.012	5.061	stim	33.0	163.0
242.073	4.989	stim	29.0	75.0
247.062	4.981	stim	45.0	157.0
252.043	5.328	stim	31.0	74.0
257.371	4.511	stim	80.0	39.0
261.882	5.06	stim	22.0	21.0
266.942	4.719	stim	52.0	139.0
271.661	4.861	stim	54.0	126.0
276.522	6.79	stim	23.0	176.0
283.312	4.519	stim	24.0	87.0
287.831	4.581	stim	36.0	140.0
292.412	4.718	stim	35.0	171.0
297.13	4.923	stim	34.0	43.0
302.053	4.578	stim	74.0	121.0
306.631	7.513	rest_block	stim	stim
314.144	5.809	stim	45.0	107.0
319.953	4.649	stim	77.0	24.0
324.602	4.571	stim	39.0	161.0
329.173	5.469	stim	62.0	180.0
334.642	5.4	stim	24.0	139.0
340.042	4.581	stim	58.0	72.0
344.623	6.288	stim	56.0	93.0
350.911	5.54	stim	45.0	26.0
356.451	4.57	stim	23.0	42.0
361.021	4.641	stim	50.0	41.0
365.662	4.651	stim	25.0	176.0
370.313	5.119	stim	54.0	22.0
375.432	5.321	stim	29.0	44.0
380.753	4.578	stim	24.0	89.0
385.331	4.59	stim	23.0	77.0
389.921	4.58	stim	27.0	130.0
394.501	4.851	stim	23.0	134.0
399.352	4.52	stim	55.0	107.0
403.872	5.67	stim	44.0	143.0
409.542	4.911	stim	23.0	110.0
414.453	4.649	stim	65.0	156.0
419.102	4.522	stim	22.0	27.0
423.624	4.507	stim	50.0	59.0
428.131	5.131	stim	85.0	129.0
433.262	6.139	stim	66.0	58.0
439.401	4.861	stim	49.0	172.0
444.262	4.59	stim	73.0	44.0
448.852	4.71	stim	58.0	73.0
453.562	5.88	stim	71.0	76.0
459.442	4.64	stim	67.0	74.0
464.082	5.32	stim	29.0	58.0
469.402	4.981	stim	39.0	104.0
474.383	4.578	stim	33.0	103.0
478.961	5.541	stim	33.0	78.0
484.502	5.6	stim	74.0	52.0
490.102	5.8	stim	28.0	132.0
495.902	4.58	stim	28.0	59.0
500.482	5.12	stim	28.0	163.0
505.602	4.509	stim	32.0	74.0
510.111	4.851	stim	57.0	89.0
514.962	4.58	stim	70.0	108.0
519.542	5.399	stim	72.0	95.0
524.941	5.05	stim	30.0	36.0
529.991	4.711	stim	41.0	129.0
534.702	4.92	stim	78.0	129.0
539.622	4.93	stim	71.0	88.0
544.552	4.86	stim	65.0	159.0
549.412	5.119	stim	24.0	125.0
554.531	5.12	stim	58.0	36.0
559.651	4.711	stim	63.0	37.0
564.362	4.859	stim	75.0	41.0
569.221	4.851	stim	45.0	72.0
574.072	6.901	stim	25.0	74.0
580.973	4.589	stim	65.0	137.0
585.562	4.78	stim	49.0	140.0
590.342	7.02	stim	67.0	103.0
597.362	4.721	stim	69.0	172.0
602.083	5.199	stim	66.0	71.0
607.282	5.06	stim	71.0	176.0
612.342	11.953	end	stim	stim
