onset	duration	trial_type	large_amount	later_delay
0.0	1.017	fmri_buffer	stim	stim
1.017	1.517	test_start_block	stim	stim
2.534	5.839	stim	31.0	76.0
8.373	4.581	stim	43.0	19.0
12.954	4.639	stim	60.0	124.0
17.593	4.92	stim	27.0	142.0
22.513	4.51	stim	25.0	70.0
27.023	4.982	stim	44.0	92.0
32.005	4.918	stim	41.0	27.0
36.923	4.57	stim	64.0	89.0
41.493	4.51	stim	78.0	108.0
46.003	6.22	stim	80.0	145.0
52.223	4.709	stim	41.0	174.0
56.932	5.05	stim	42.0	145.0
61.982	5.061	stim	36.0	114.0
67.043	5.2	stim	58.0	55.0
72.243	4.99	stim	81.0	58.0
77.233	4.781	stim	32.0	111.0
82.014	4.779	stim	25.0	141.0
86.793	5.2	stim	67.0	23.0
91.993	5.2	stim	77.0	161.0
97.193	5.26	stim	55.0	163.0
102.453	4.581	stim	40.0	159.0
107.034	4.509	stim	76.0	161.0
111.543	4.91	stim	48.0	128.0
116.453	4.58	stim	39.0	95.0
121.033	6.22	stim	83.0	105.0
127.253	4.92	stim	67.0	41.0
132.173	5.27	stim	56.0	172.0
137.443	5.06	stim	28.0	123.0
142.503	4.639	stim	50.0	129.0
147.142	4.711	stim	23.0	61.0
151.853	4.64	stim	79.0	92.0
156.493	4.58	stim	61.0	141.0
161.073	4.581	stim	43.0	38.0
165.654	4.92	stim	66.0	145.0
170.574	4.86	stim	30.0	23.0
175.434	5.259	stim	32.0	57.0
180.693	4.79	stim	27.0	91.0
185.483	6.01	stim	43.0	120.0
191.493	5.61	stim	75.0	60.0
197.103	4.58	stim	34.0	176.0
201.683	5.131	stim	24.0	38.0
206.814	5.658	stim	82.0	74.0
212.472	4.572	stim	58.0	53.0
217.044	4.789	stim	54.0	23.0
221.833	5.059	stim	41.0	55.0
226.892	4.861	stim	77.0	142.0
231.753	5.2	stim	25.0	108.0
236.953	5.049	stim	33.0	163.0
242.002	4.981	stim	29.0	75.0
246.983	4.99	stim	45.0	157.0
251.973	5.33	stim	31.0	74.0
257.303	4.52	stim	80.0	39.0
261.823	5.06	stim	22.0	21.0
266.883	4.71	stim	52.0	139.0
271.593	4.86	stim	54.0	126.0
276.453	6.83	stim	23.0	176.0
283.283	4.521	stim	24.0	87.0
287.804	4.579	stim	36.0	140.0
292.383	4.72	stim	35.0	171.0
297.103	4.92	stim	34.0	43.0
302.023	4.58	stim	74.0	121.0
306.603	7.511	rest_block	stim	stim
314.114	5.8	stim	45.0	107.0
319.914	4.648	stim	77.0	24.0
324.562	4.582	stim	39.0	161.0
329.144	5.458	stim	62.0	180.0
334.602	5.391	stim	24.0	139.0
339.993	4.571	stim	58.0	72.0
344.564	6.289	stim	56.0	93.0
350.853	5.53	stim	45.0	26.0
356.383	4.579	stim	23.0	42.0
360.962	4.651	stim	50.0	41.0
365.613	4.641	stim	25.0	176.0
370.254	5.12	stim	54.0	22.0
375.374	5.328	stim	29.0	44.0
380.702	4.58	stim	24.0	89.0
385.282	4.571	stim	23.0	77.0
389.853	4.581	stim	27.0	130.0
394.434	4.856	stim	23.0	134.0
399.29	4.502	stim	55.0	107.0
403.792	5.66	stim	44.0	143.0
409.452	4.931	stim	23.0	110.0
414.383	4.65	stim	65.0	156.0
419.033	4.524	stim	22.0	27.0
423.557	4.516	stim	50.0	59.0
428.073	5.13	stim	85.0	129.0
433.203	6.149	stim	66.0	58.0
439.352	4.852	stim	49.0	172.0
444.204	4.579	stim	73.0	44.0
448.783	4.719	stim	58.0	73.0
453.502	5.881	stim	71.0	76.0
459.383	4.64	stim	67.0	74.0
464.023	5.33	stim	29.0	58.0
469.353	4.98	stim	39.0	104.0
474.333	4.58	stim	33.0	103.0
478.913	5.53	stim	33.0	78.0
484.443	5.609	stim	74.0	52.0
490.052	5.801	stim	28.0	132.0
495.853	4.569	stim	28.0	59.0
500.422	5.12	stim	28.0	163.0
505.542	4.521	stim	32.0	74.0
510.063	4.86	stim	57.0	89.0
514.923	4.577	stim	70.0	108.0
519.5	5.392	stim	72.0	95.0
524.892	5.06	stim	30.0	36.0
529.952	4.721	stim	41.0	129.0
534.673	4.919	stim	78.0	129.0
539.592	4.921	stim	71.0	88.0
544.513	4.85	stim	65.0	159.0
549.363	5.119	stim	24.0	125.0
554.482	5.121	stim	58.0	36.0
559.603	4.721	stim	63.0	37.0
564.324	4.859	stim	75.0	41.0
569.183	4.861	stim	45.0	72.0
574.044	6.888	stim	25.0	74.0
580.932	4.581	stim	65.0	137.0
585.513	4.781	stim	49.0	140.0
590.294	7.019	stim	67.0	103.0
597.313	4.72	stim	69.0	172.0
602.033	5.199	stim	66.0	71.0
607.232	5.061	stim	71.0	176.0
612.293	184.716	end	stim	stim
