onset	duration	trial_type	score
10.238	6.863	food	100
18.653	3.166	food	100
23.569	2.113	food	100
28.435	3.442	food	1
34.434	4.235	food	99
41.35	3.559	food	1
45.649	3.883	food	100
53.698	4.132	food	10
61.514	1.93	food	4
65.13	2.659	food	100
71.279	2.482	food	100
74.912	8.318	food	100
87.11	4.576	food	100
94.293	4.85	food	100
100.758	2.809	food	100
104.091	3.085	food	100
110.524	2.56	food	100
115.29	2.005	food	100
120.505	2.705	food	100
124.138	6.669	food	1
134.77	2.957	food	100
142.136	3.111	food	100
146.585	2.769	food	100
150.368	2.33	food	100
156.734	6.767	food	1
164.366	3.255	food	100
168.682	2.468	food	100
174.448	2.537	food	100
179.797	3.296	food	100
184.563	2.596	food	100
188.362	2.383	food	100
192.562	2.262	food	98
197.311	1.449	food	100
201.644	1.921	food	100
204.977	2.204	food	100
209.26	2.063	food	100
212.609	2.05	food	94
218.075	2.586	food	100
222.808	2.895	food	100
229.923	1.991	food	100
236.406	2.781	food	100
242.205	1.717	food	100
246.338	2.721	food	100
252.137	2.643	food	100
259.136	2.765	food	100
263.785	2.072	food	100
270.134	3.175	food	100
275.583	1.976	food	100
281.316	2.037	food	100
284.149	4.941	food	1
293.198	2.766	food	100
296.564	2.89	food	1
300.113	4.836	food	100
308.495	2.636	food	100
313.145	2.502	food	100
318.594	2.503	food	100
324.91	2.891	food	100
330.942	3.039	food	100
335.925	3.827	food	100
342.091	3.762	food	100
