onset	duration	trial_type	score
6.974	2.547	face	33
12.207	5.727	face	1
20.756	4.485	face	56
25.838	5.62	face	80
33.271	2.025	face	2
39.52	3.649	face	1
44.452	3.073	face	32
51.401	3.926	face	1
59.683	3.831	face	100
64.05	3.772	face	100
71.915	3.635	face	100
76.281	5.226	face	100
82.164	3.065	face	1
86.096	2.708	face	100
92.029	3.645	face	1
98.945	6.737	face	1
107.293	2.688	face	100
113.676	1.826	face	100
116.625	3.342	face	100
122.841	2.502	face	100
126.891	2.391	face	97
133.44	2.382	face	1
139.372	2.418	face	100
146.088	2.63	face	100
152.07	4.932	face	100
159.153	2.001	face	1
163.235	3.515	face	1
167.701	2.913	face	1
172.301	2.286	face	8
175.8	3.733	face	6
181.283	2.523	face	1
186.815	2.51	face	100
191.948	2.771	face	88
198.147	2.891	face	3
203.796	2.741	face	1
207.612	2.086	face	100
212.845	2.197	face	9
218.661	2.69	face	1
223.777	2.115	face	100
228.376	3.067	face	1
235.192	1.945	face	2
239.358	1.921	face	3
244.757	2.888	face	100
249.59	2.35	face	100
254.222	2.589	face	100
260.838	2.663	face	100
266.054	1.912	face	96
268.987	3.976	face	96
274.353	2.262	face	7
279.569	3.299	face	89
286.818	2.726	face	100
291.001	2.419	face	100
297.916	2.832	face	100
302.099	2.885	face	100
308.815	2.528	face	100
314.431	2.818	face	1
319.263	2.393	face	100
326.079	3.514	face	6
331.478	2.29	face	1
336.111	5.195	face	100
