onset	duration	trial_type	large_amount	later_delay
0.0	1.022	fmri_buffer	stim	stim
1.022	1.521	test_start_block	stim	stim
2.543	5.849	stim	31.0	76.0
8.392	4.578	stim	43.0	19.0
12.97	4.64	stim	60.0	124.0
17.61	4.929	stim	27.0	142.0
22.539	4.521	stim	25.0	70.0
27.06	4.982	stim	44.0	92.0
32.042	4.928	stim	41.0	27.0
36.97	4.58	stim	64.0	89.0
41.55	4.51	stim	78.0	108.0
46.06	6.21	stim	80.0	145.0
52.27	4.719	stim	41.0	174.0
56.989	5.061	stim	42.0	145.0
62.05	5.051	stim	36.0	114.0
67.101	5.189	stim	58.0	55.0
72.29	4.989	stim	81.0	58.0
77.279	4.781	stim	32.0	111.0
82.06	4.79	stim	25.0	141.0
86.85	5.189	stim	67.0	23.0
92.039	5.201	stim	77.0	161.0
97.24	5.26	stim	55.0	163.0
102.5	4.581	stim	40.0	159.0
107.081	4.509	stim	76.0	161.0
111.59	4.92	stim	48.0	128.0
116.51	4.58	stim	39.0	95.0
121.09	6.208	stim	83.0	105.0
127.298	4.922	stim	67.0	41.0
132.22	5.249	stim	56.0	172.0
137.469	5.061	stim	28.0	123.0
142.53	4.64	stim	50.0	129.0
147.17	4.71	stim	23.0	61.0
151.88	4.639	stim	79.0	92.0
156.519	4.591	stim	61.0	141.0
161.11	4.589	stim	43.0	38.0
165.699	4.911	stim	66.0	145.0
170.61	4.849	stim	30.0	23.0
175.459	5.26	stim	32.0	57.0
180.719	4.78	stim	27.0	91.0
185.499	6.01	stim	43.0	120.0
191.509	5.61	stim	75.0	60.0
197.119	4.57	stim	34.0	176.0
201.689	5.121	stim	24.0	38.0
206.81	5.659	stim	82.0	74.0
212.469	4.57	stim	58.0	53.0
217.039	4.79	stim	54.0	23.0
221.829	5.06	stim	41.0	55.0
226.889	4.86	stim	77.0	142.0
231.749	5.2	stim	25.0	108.0
236.949	5.052	stim	33.0	163.0
242.001	4.988	stim	29.0	75.0
246.989	4.99	stim	45.0	157.0
251.979	5.33	stim	31.0	74.0
257.309	4.51	stim	80.0	39.0
261.819	5.05	stim	22.0	21.0
266.869	4.721	stim	52.0	139.0
271.59	4.85	stim	54.0	126.0
276.44	6.809	stim	23.0	176.0
283.249	4.511	stim	24.0	87.0
287.76	4.58	stim	36.0	140.0
292.34	4.72	stim	35.0	171.0
297.06	4.919	stim	34.0	43.0
301.979	4.59	stim	74.0	121.0
306.569	7.521	rest_block	stim	stim
314.09	5.81	stim	45.0	107.0
319.9	4.639	stim	77.0	24.0
324.539	4.58	stim	39.0	161.0
329.119	5.47	stim	62.0	180.0
334.589	5.401	stim	24.0	139.0
339.99	4.579	stim	58.0	72.0
344.569	6.28	stim	56.0	93.0
350.849	5.53	stim	45.0	26.0
356.379	4.59	stim	23.0	42.0
360.969	4.65	stim	50.0	41.0
365.619	4.641	stim	25.0	176.0
370.26	5.119	stim	54.0	22.0
375.379	5.331	stim	29.0	44.0
380.71	4.59	stim	24.0	89.0
385.3	4.588	stim	23.0	77.0
389.888	4.572	stim	27.0	130.0
394.46	4.859	stim	23.0	134.0
399.319	4.51	stim	55.0	107.0
403.829	5.67	stim	44.0	143.0
409.499	4.92	stim	23.0	110.0
414.419	4.64	stim	65.0	156.0
419.059	4.535	stim	22.0	27.0
423.594	4.515	stim	50.0	59.0
428.109	5.12	stim	85.0	129.0
433.229	6.14	stim	66.0	58.0
439.369	4.859	stim	49.0	172.0
444.228	4.571	stim	73.0	44.0
448.799	4.72	stim	58.0	73.0
453.519	5.87	stim	71.0	76.0
459.389	4.641	stim	67.0	74.0
464.03	5.32	stim	29.0	58.0
469.35	4.979	stim	39.0	104.0
474.329	4.591	stim	33.0	103.0
478.92	5.54	stim	33.0	78.0
484.46	5.61	stim	74.0	52.0
490.07	5.809	stim	28.0	132.0
495.879	4.59	stim	28.0	59.0
500.469	5.131	stim	28.0	163.0
505.6	4.519	stim	32.0	74.0
510.119	4.859	stim	57.0	89.0
514.978	4.581	stim	70.0	108.0
519.559	5.399	stim	72.0	95.0
524.958	5.062	stim	30.0	36.0
530.02	4.719	stim	41.0	129.0
534.739	4.92	stim	78.0	129.0
539.659	4.921	stim	71.0	88.0
544.58	4.859	stim	65.0	159.0
549.439	5.119	stim	24.0	125.0
554.558	5.122	stim	58.0	36.0
559.68	4.718	stim	63.0	37.0
564.398	4.861	stim	75.0	41.0
569.259	4.86	stim	45.0	72.0
574.119	6.9	stim	25.0	74.0
581.019	4.58	stim	65.0	137.0
585.599	4.79	stim	49.0	140.0
590.389	7.029	stim	67.0	103.0
597.418	4.722	stim	69.0	172.0
602.14	5.188	stim	66.0	71.0
607.328	5.05	stim	71.0	176.0
612.378	129.337	end	stim	stim
