onset	duration	trial_type	large_amount	later_delay
0.0	1.006	fmri_buffer	stim	stim
1.006	1.51	test_start_block	stim	stim
2.516	5.829	stim	31.0	76.0
8.345	4.579	stim	43.0	19.0
12.924	4.639	stim	60.0	124.0
17.563	4.92	stim	27.0	142.0
22.483	4.52	stim	25.0	70.0
27.003	4.98	stim	44.0	92.0
31.983	4.92	stim	41.0	27.0
36.903	4.58	stim	64.0	89.0
41.483	4.522	stim	78.0	108.0
46.005	6.218	stim	80.0	145.0
52.223	4.72	stim	41.0	174.0
56.943	5.064	stim	42.0	145.0
62.007	5.066	stim	36.0	114.0
67.073	5.19	stim	58.0	55.0
72.263	4.98	stim	81.0	58.0
77.243	4.791	stim	32.0	111.0
82.034	4.779	stim	25.0	141.0
86.813	5.201	stim	67.0	23.0
92.014	5.189	stim	77.0	161.0
97.203	5.27	stim	55.0	163.0
102.473	4.572	stim	40.0	159.0
107.045	4.518	stim	76.0	161.0
111.563	4.92	stim	48.0	128.0
116.483	4.581	stim	39.0	95.0
121.064	6.209	stim	83.0	105.0
127.273	4.92	stim	67.0	41.0
132.193	5.25	stim	56.0	172.0
137.443	5.05	stim	28.0	123.0
142.493	4.64	stim	50.0	129.0
147.133	4.719	stim	23.0	61.0
151.852	4.651	stim	79.0	92.0
156.503	4.58	stim	61.0	141.0
161.083	4.58	stim	43.0	38.0
165.663	4.92	stim	66.0	145.0
170.583	4.849	stim	30.0	23.0
175.432	5.252	stim	32.0	57.0
180.684	4.779	stim	27.0	91.0
185.463	6.011	stim	43.0	120.0
191.474	5.599	stim	75.0	60.0
197.073	4.58	stim	34.0	176.0
201.653	5.12	stim	24.0	38.0
206.773	5.67	stim	82.0	74.0
212.443	4.58	stim	58.0	53.0
217.023	4.78	stim	54.0	23.0
221.803	5.05	stim	41.0	55.0
226.853	4.86	stim	77.0	142.0
231.713	5.191	stim	25.0	108.0
236.904	5.059	stim	33.0	163.0
241.963	4.98	stim	29.0	75.0
246.943	4.99	stim	45.0	157.0
251.933	5.33	stim	31.0	74.0
257.263	4.52	stim	80.0	39.0
261.783	5.06	stim	22.0	21.0
266.843	4.71	stim	52.0	139.0
271.553	4.849	stim	54.0	126.0
276.402	6.811	stim	23.0	176.0
283.213	4.51	stim	24.0	87.0
287.723	4.579	stim	36.0	140.0
292.302	4.71	stim	35.0	171.0
297.012	4.911	stim	34.0	43.0
301.923	4.58	stim	74.0	121.0
306.503	7.511	rest_block	stim	stim
314.014	5.799	stim	45.0	107.0
319.813	4.64	stim	77.0	24.0
324.453	4.59	stim	39.0	161.0
329.043	5.471	stim	62.0	180.0
334.514	5.399	stim	24.0	139.0
339.913	4.58	stim	58.0	72.0
344.493	6.28	stim	56.0	93.0
350.773	5.54	stim	45.0	26.0
356.313	4.58	stim	23.0	42.0
360.893	4.639	stim	50.0	41.0
365.532	4.641	stim	25.0	176.0
370.173	5.13	stim	54.0	22.0
375.303	5.32	stim	29.0	44.0
380.623	4.569	stim	24.0	89.0
385.192	4.58	stim	23.0	77.0
389.772	4.58	stim	27.0	130.0
394.352	4.85	stim	23.0	134.0
399.202	4.519	stim	55.0	107.0
403.721	5.682	stim	44.0	143.0
409.403	4.93	stim	23.0	110.0
414.333	4.639	stim	65.0	156.0
418.972	4.511	stim	22.0	27.0
423.483	4.511	stim	50.0	59.0
427.994	5.118	stim	85.0	129.0
433.112	6.151	stim	66.0	58.0
439.263	4.849	stim	49.0	172.0
444.112	4.59	stim	73.0	44.0
448.702	4.711	stim	58.0	73.0
453.413	5.87	stim	71.0	76.0
459.283	4.64	stim	67.0	74.0
463.923	5.319	stim	29.0	58.0
469.242	4.991	stim	39.0	104.0
474.233	4.579	stim	33.0	103.0
478.812	5.54	stim	33.0	78.0
484.352	5.6	stim	74.0	52.0
489.952	5.8	stim	28.0	132.0
495.752	4.59	stim	28.0	59.0
500.342	5.12	stim	28.0	163.0
505.462	4.521	stim	32.0	74.0
509.983	4.849	stim	57.0	89.0
514.832	4.58	stim	70.0	108.0
519.412	5.401	stim	72.0	95.0
524.813	5.06	stim	30.0	36.0
529.873	4.72	stim	41.0	129.0
534.593	4.919	stim	78.0	129.0
539.512	4.931	stim	71.0	88.0
544.443	4.859	stim	65.0	159.0
549.302	5.13	stim	24.0	125.0
554.432	5.12	stim	58.0	36.0
559.552	4.71	stim	63.0	37.0
564.262	4.85	stim	75.0	41.0
569.112	4.861	stim	45.0	72.0
573.973	6.889	stim	25.0	74.0
580.862	4.58	stim	65.0	137.0
585.442	4.792	stim	49.0	140.0
590.234	7.038	stim	67.0	103.0
597.272	4.722	stim	69.0	172.0
601.994	5.198	stim	66.0	71.0
607.192	5.061	stim	71.0	176.0
612.253	14.464	end	stim	stim
