onset	duration	trial_type	large_amount	later_delay
0.0	1.024	fmri_buffer	stim	stim
1.024	1.508	test_start_block	stim	stim
2.532	5.841	stim	31.0	76.0
8.373	4.579	stim	43.0	19.0
12.952	4.641	stim	60.0	124.0
17.593	4.928	stim	27.0	142.0
22.521	4.511	stim	25.0	70.0
27.032	4.979	stim	44.0	92.0
32.011	4.93	stim	41.0	27.0
36.941	4.58	stim	64.0	89.0
41.521	4.511	stim	78.0	108.0
46.032	6.22	stim	80.0	145.0
52.252	4.71	stim	41.0	174.0
56.962	5.06	stim	42.0	145.0
62.022	5.059	stim	36.0	114.0
67.081	5.201	stim	58.0	55.0
72.282	4.979	stim	81.0	58.0
77.261	4.79	stim	32.0	111.0
82.051	4.781	stim	25.0	141.0
86.832	5.196	stim	67.0	23.0
92.028	5.193	stim	77.0	161.0
97.221	5.25	stim	55.0	163.0
102.471	4.592	stim	40.0	159.0
107.063	4.519	stim	76.0	161.0
111.582	4.919	stim	48.0	128.0
116.501	4.57	stim	39.0	95.0
121.071	6.219	stim	83.0	105.0
127.29	4.921	stim	67.0	41.0
132.211	5.271	stim	56.0	172.0
137.482	5.049	stim	28.0	123.0
142.531	4.65	stim	50.0	129.0
147.181	4.709	stim	23.0	61.0
151.89	4.641	stim	79.0	92.0
156.531	4.58	stim	61.0	141.0
161.111	4.579	stim	43.0	38.0
165.69	4.911	stim	66.0	145.0
170.601	4.861	stim	30.0	23.0
175.462	5.258	stim	32.0	57.0
180.72	4.79	stim	27.0	91.0
185.51	6.012	stim	43.0	120.0
191.522	5.609	stim	75.0	60.0
197.131	4.579	stim	34.0	176.0
201.71	5.131	stim	24.0	38.0
206.841	5.66	stim	82.0	74.0
212.501	4.58	stim	58.0	53.0
217.081	4.79	stim	54.0	23.0
221.871	5.059	stim	41.0	55.0
226.93	4.861	stim	77.0	142.0
231.791	5.19	stim	25.0	108.0
236.981	5.049	stim	33.0	163.0
242.03	4.981	stim	29.0	75.0
247.011	4.98	stim	45.0	157.0
251.991	5.32	stim	31.0	74.0
257.311	4.519	stim	80.0	39.0
261.83	5.061	stim	22.0	21.0
266.891	4.72	stim	52.0	139.0
271.611	4.86	stim	54.0	126.0
276.471	6.81	stim	23.0	176.0
283.281	4.511	stim	24.0	87.0
287.792	4.588	stim	36.0	140.0
292.38	4.711	stim	35.0	171.0
297.091	4.921	stim	34.0	43.0
302.012	4.587	stim	74.0	121.0
306.599	7.511	rest_block	stim	stim
314.11	5.8	stim	45.0	107.0
319.91	4.64	stim	77.0	24.0
324.55	4.592	stim	39.0	161.0
329.142	5.469	stim	62.0	180.0
334.611	5.401	stim	24.0	139.0
340.012	4.579	stim	58.0	72.0
344.591	6.289	stim	56.0	93.0
350.88	5.531	stim	45.0	26.0
356.411	4.589	stim	23.0	42.0
361.0	4.642	stim	50.0	41.0
365.642	4.639	stim	25.0	176.0
370.281	5.129	stim	54.0	22.0
375.41	5.32	stim	29.0	44.0
380.73	4.581	stim	24.0	89.0
385.311	4.589	stim	23.0	77.0
389.9	4.581	stim	27.0	130.0
394.481	4.86	stim	23.0	134.0
399.341	4.52	stim	55.0	107.0
403.861	5.66	stim	44.0	143.0
409.521	4.919	stim	23.0	110.0
414.44	4.65	stim	65.0	156.0
419.09	4.534	stim	22.0	27.0
423.624	4.518	stim	50.0	59.0
428.142	5.119	stim	85.0	129.0
433.261	6.14	stim	66.0	58.0
439.401	4.859	stim	49.0	172.0
444.26	4.581	stim	73.0	44.0
448.841	4.71	stim	58.0	73.0
453.551	5.88	stim	71.0	76.0
459.431	4.64	stim	67.0	74.0
464.071	5.32	stim	29.0	58.0
469.391	4.99	stim	39.0	104.0
474.381	4.589	stim	33.0	103.0
478.97	5.532	stim	33.0	78.0
484.502	5.598	stim	74.0	52.0
490.1	5.812	stim	28.0	132.0
495.912	4.588	stim	28.0	59.0
500.5	5.131	stim	28.0	163.0
505.631	4.519	stim	32.0	74.0
510.15	4.861	stim	57.0	89.0
515.011	4.579	stim	70.0	108.0
519.59	5.39	stim	72.0	95.0
524.98	5.061	stim	30.0	36.0
530.041	4.729	stim	41.0	129.0
534.77	4.921	stim	78.0	129.0
539.691	4.929	stim	71.0	88.0
544.62	4.861	stim	65.0	159.0
549.481	5.121	stim	24.0	125.0
554.602	5.128	stim	58.0	36.0
559.73	4.722	stim	63.0	37.0
564.452	4.858	stim	75.0	41.0
569.31	4.851	stim	45.0	72.0
574.161	6.9	stim	25.0	74.0
581.061	4.589	stim	65.0	137.0
585.65	4.78	stim	49.0	140.0
590.43	7.03	stim	67.0	103.0
597.46	4.722	stim	69.0	172.0
602.182	5.199	stim	66.0	71.0
607.381	5.049	stim	71.0	176.0
612.43	13.244	end	stim	stim
