onset	duration	trial_type	large_amount	later_delay
0.0	1.014	fmri_buffer	stim	stim
1.014	1.52	test_start_block	stim	stim
2.534	5.839	stim	31.0	76.0
8.373	4.58	stim	43.0	19.0
12.953	4.639	stim	60.0	124.0
17.592	4.92	stim	27.0	142.0
22.512	4.519	stim	25.0	70.0
27.031	4.992	stim	44.0	92.0
32.023	4.919	stim	41.0	27.0
36.942	4.579	stim	64.0	89.0
41.521	4.52	stim	78.0	108.0
46.041	6.22	stim	80.0	145.0
52.261	4.72	stim	41.0	174.0
56.981	5.05	stim	42.0	145.0
62.031	5.06	stim	36.0	114.0
67.091	5.2	stim	58.0	55.0
72.291	4.99	stim	81.0	58.0
77.281	4.791	stim	32.0	111.0
82.072	4.78	stim	25.0	141.0
86.852	5.19	stim	67.0	23.0
92.042	5.2	stim	77.0	161.0
97.242	5.26	stim	55.0	163.0
102.502	4.59	stim	40.0	159.0
107.092	4.52	stim	76.0	161.0
111.612	4.93	stim	48.0	128.0
116.542	4.589	stim	39.0	95.0
121.131	6.21	stim	83.0	105.0
127.341	4.921	stim	67.0	41.0
132.262	5.269	stim	56.0	172.0
137.531	5.06	stim	28.0	123.0
142.591	4.651	stim	50.0	129.0
147.242	4.709	stim	23.0	61.0
151.951	4.64	stim	79.0	92.0
156.591	4.581	stim	61.0	141.0
161.172	4.58	stim	43.0	38.0
165.752	4.919	stim	66.0	145.0
170.671	4.861	stim	30.0	23.0
175.532	5.27	stim	32.0	57.0
180.802	4.779	stim	27.0	91.0
185.581	6.0	stim	43.0	120.0
191.581	5.591	stim	75.0	60.0
197.172	4.58	stim	34.0	176.0
201.752	5.119	stim	24.0	38.0
206.871	5.661	stim	82.0	74.0
212.532	4.569	stim	58.0	53.0
217.101	4.781	stim	54.0	23.0
221.882	5.05	stim	41.0	55.0
226.932	4.86	stim	77.0	142.0
231.792	5.201	stim	25.0	108.0
236.993	5.058	stim	33.0	163.0
242.051	4.981	stim	29.0	75.0
247.032	4.99	stim	45.0	157.0
252.022	5.321	stim	31.0	74.0
257.343	4.519	stim	80.0	39.0
261.862	5.05	stim	22.0	21.0
266.912	4.709	stim	52.0	139.0
271.621	4.861	stim	54.0	126.0
276.482	6.809	stim	23.0	176.0
283.291	4.521	stim	24.0	87.0
287.812	4.59	stim	36.0	140.0
292.402	4.709	stim	35.0	171.0
297.111	4.92	stim	34.0	43.0
302.031	4.58	stim	74.0	121.0
306.611	7.522	rest_block	stim	stim
314.133	5.809	stim	45.0	107.0
319.942	4.649	stim	77.0	24.0
324.591	4.58	stim	39.0	161.0
329.171	5.469	stim	62.0	180.0
334.64	5.402	stim	24.0	139.0
340.042	4.58	stim	58.0	72.0
344.622	6.279	stim	56.0	93.0
350.901	5.541	stim	45.0	26.0
356.442	4.59	stim	23.0	42.0
361.032	4.639	stim	50.0	41.0
365.671	4.641	stim	25.0	176.0
370.312	5.13	stim	54.0	22.0
375.442	5.33	stim	29.0	44.0
380.772	4.579	stim	24.0	89.0
385.351	4.59	stim	23.0	77.0
389.941	4.59	stim	27.0	130.0
394.531	4.86	stim	23.0	134.0
399.391	4.51	stim	55.0	107.0
403.901	5.67	stim	44.0	143.0
409.571	4.92	stim	23.0	110.0
414.491	4.64	stim	65.0	156.0
419.131	4.523	stim	22.0	27.0
423.654	4.508	stim	50.0	59.0
428.162	5.129	stim	85.0	129.0
433.291	6.14	stim	66.0	58.0
439.431	4.86	stim	49.0	172.0
444.291	4.59	stim	73.0	44.0
448.881	4.721	stim	58.0	73.0
453.602	5.878	stim	71.0	76.0
459.48	4.64	stim	67.0	74.0
464.12	5.331	stim	29.0	58.0
469.451	4.99	stim	39.0	104.0
474.441	4.58	stim	33.0	103.0
479.021	5.53	stim	33.0	78.0
484.551	5.6	stim	74.0	52.0
490.151	5.8	stim	28.0	132.0
495.951	4.581	stim	28.0	59.0
500.532	5.119	stim	28.0	163.0
505.651	4.52	stim	32.0	74.0
510.171	4.86	stim	57.0	89.0
515.031	4.57	stim	70.0	108.0
519.601	5.4	stim	72.0	95.0
525.001	5.06	stim	30.0	36.0
530.061	4.709	stim	41.0	129.0
534.77	4.92	stim	78.0	129.0
539.69	4.921	stim	71.0	88.0
544.611	4.86	stim	65.0	159.0
549.471	5.121	stim	24.0	125.0
554.592	5.129	stim	58.0	36.0
559.721	4.71	stim	63.0	37.0
564.431	4.85	stim	75.0	41.0
569.281	4.85	stim	45.0	72.0
574.131	6.89	stim	25.0	74.0
581.021	4.58	stim	65.0	137.0
585.601	4.79	stim	49.0	140.0
590.391	7.02	stim	67.0	103.0
597.411	4.71	stim	69.0	172.0
602.121	5.2	stim	66.0	71.0
607.321	5.06	stim	71.0	176.0
612.381	13.409	end	stim	stim
