onset	duration	trial_type	score
11.212	1.379	food	75
14.334	2.497	food	85
18.828	1.055	food	70
23.701	1.417	food	46
29.008	1.514	food	70
33.064	3.165	food	100
38.169	2.636	food	61
43.755	2.589	food	100
49.765	2.078	food	82
55.53	3.508	food	72
60.574	2.027	food	100
66.136	1.606	food	76
71.694	2.456	food	91
76.355	4.032	food	1
81.658	1.296	food	85
83.483	3.556	food	96
88.249	2.164	food	1
93.025	1.794	food	81
98.172	2.731	food	1
101.833	2.416	food	94
104.913	0.978	food	61
108.57	2.76	food	80
114.614	3.253	food	82
118.663	1.477	food	71
121.009	2.411	food	92
126.559	2.569	food	1
130.265	2.574	food	1
137.128	3.056	food	1
142.252	2.57	food	1
146.418	2.318	food	1
151.08	1.988	food	1
156.073	2.204	food	1
162.028	3.041	food	86
167.548	2.879	food	85
173.175	1.049	food	64
176.504	4.412	food	76
185.072	2.718	food	70
188.52	4.603	food	5
194.932	3.272	food	57
201.825	2.833	food	78
209.14	2.698	food	96
214.25	2.547	food	94
220.82	1.716	food	75
223.6	1.128	food	64
225.729	2.169	food	83
230.7	3.169	food	100
237.96	2.038	food	74
241.406	3.309	food	70
246.181	3.662	food	1
254.067	2.057	food	78
257.461	3.468	food	1
263.055	2.482	food	1
268.748	1.568	food	70
274.72	1.32	food	73
280.404	2.847	food	1
283.854	0.972	food	65
288.303	1.557	food	1
292.943	3.751	food	8
299.578	1.471	food	71
302.914	3.169	food	95
