onset	duration	trial_type	score
13.317	3.826	house	87
21.168	2.364	house	1
27.07	2.497	house	1
31.577	2.138	house	1
34.248	2.667	house	1
40.718	2.603	house	1
46.05	2.021	house	100
49.879	2.318	house	90
53.128	2.354	house	98
57.559	2.917	house	14
63.15	1.875	house	98
66.229	2.335	house	100
70.172	2.303	house	100
74.008	2.286	house	100
78.641	3.61	house	26
83.594	2.119	house	100
87.383	2.896	house	1
90.95	2.22	house	1
94.161	2.116	house	100
97.075	3.538	house	8
103.966	3.225	house	1
111.412	1.591	house	94
116.288	2.69	house	10
120.853	1.844	house	100
126.984	2.65	house	94
130.775	1.906	house	97
136.639	2.623	house	1
143.669	2.548	house	1
148.354	2.773	house	1
153.065	2.877	house	27
159.024	1.981	house	100
161.872	2.952	house	100
168.245	2.348	house	6
173.745	2.098	house	81
178.791	2.369	house	92
183.568	2.146	house	2
189.47	1.951	house	94
195.506	3.782	house	11
200.563	2.074	house	48
205.852	2.902	house	91
211.563	3.378	house	86
216.349	4.347	house	1
222.439	1.778	house	94
227.688	3.254	house	2
234.626	3.179	house	91
240.082	2.828	house	1
243.646	2.387	house	1
248.578	2.271	house	100
255.001	1.979	house	92
261.45	2.721	house	1
266.772	1.757	house	85
271.547	1.849	house	94
274.0	3.57	house	100
281.923	2.422	house	7
285.405	1.967	house	96
291.261	2.84	house	1
296.984	3.31	house	96
301.765	3.166	house	82
307.138	3.281	house	80
312.894	2.01	house	83
