onset	duration	trial_type	score
12.78	2.201	house	1
17.662	2.011	house	100
23.888	2.628	house	100
30.868	2.154	house	1
33.555	2.594	house	11
37.145	1.805	house	11
41.026	2.428	house	100
47.209	3.421	house	26
55.049	2.826	house	94
60.142	3.689	house	43
65.163	2.278	house	1
69.243	1.657	house	97
72.3	3.081	house	24
78.329	2.073	house	1
83.882	2.197	house	27
88.29	2.235	house	1
94.549	2.817	house	4
100.718	2.085	house	23
105.622	1.712	house	100
108.468	2.803	house	100
114.873	2.221	house	1
119.971	2.53	house	100
126.989	2.565	house	90
130.221	1.767	house	96
135.872	2.655	house	23
141.54	3.166	house	94
145.777	2.05	house	1
148.551	2.401	house	100
151.756	3.369	house	79
156.057	4.423	house	91
162.354	2.688	house	100
168.262	2.815	house	1
174.498	3.672	house	100
179.777	2.773	house	88
184.083	1.967	house	25
189.599	2.974	house	6
195.052	2.885	house	84
201.217	3.52	house	1
206.011	2.274	house	1
210.427	2.348	house	1
215.39	2.577	house	1
222.261	2.288	house	1
228.374	1.941	house	80
231.986	2.344	house	99
236.068	3.451	house	100
241.463	1.712	house	83
246.863	1.552	house	76
252.576	3.02	house	100
257.605	1.475	house	95
261.495	2.102	house	70
265.072	1.847	house	83
267.521	2.275	house	100
273.888	1.687	house	83
276.779	1.898	house	100
281.424	2.41	house	100
286.381	2.045	house	75
292.377	1.482	house	93
297.004	2.213	house	90
301.565	1.706	house	1
304.138	2.066	house	92
