onset	duration	trial_type	score
8.975	2.115	painting	1
12.224	3.75	painting	23
20.207	3.61	painting	66
24.489	3.435	painting	83
29.872	2.967	painting	10
37.004	2.365	painting	25
42.52	4.671	painting	13
51.002	3.599	painting	30
57.485	3.47	painting	1
61.817	2.006	painting	1
66.65	3.107	painting	37
72.033	4.807	painting	35
80.181	3.962	painting	72
87.697	4.242	painting	8
92.746	3.391	painting	55
97.596	3.593	painting	21
104.478	4.672	painting	16
110.361	4.664	painting	44
119.459	2.322	painting	20
126.125	3.486	painting	9
130.624	2.695	painting	1
137.423	3.817	painting	1
142.589	3.282	painting	23
149.572	2.999	painting	1
153.855	4.441	painting	60
161.237	2.487	painting	2
166.803	3.826	painting	84
174.235	2.972	painting	19
181.501	5.218	painting	44
188.4	3.371	painting	67
195.199	5.456	painting	72
202.398	3.313	painting	76
208.197	2.918	painting	1
212.18	4.787	painting	59
218.779	2.622	painting	43
222.945	3.757	painting	83
228.711	3.237	painting	18
235.976	4.571	painting	38
245.042	3.895	painting	33
249.475	2.954	painting	11
253.841	4.04	painting	1
258.823	4.632	painting	31
267.205	2.318	painting	7
271.738	2.187	painting	1
276.071	5.277	painting	49
284.37	2.239	painting	1
287.336	3.524	painting	12
293.218	2.442	painting	1
298.418	4.345	painting	9
304.85	2.654	painting	2
309.366	3.851	painting	30
315.765	3.075	painting	1
322.048	2.856	painting	1
326.514	4.722	painting	57
335.179	2.469	painting	23
340.329	2.644	painting	1
343.578	3.208	painting	1
350.26	4.501	painting	48
357.176	3.754	painting	37
364.808	4.635	painting	90
