onset	duration	trial_type	score
10.842	2.856	house	67
14.225	4.412	house	67
22.19	3.072	house	21
27.206	3.636	house	22
31.839	3.115	house	25
36.022	4.54	house	83
42.904	4.269	house	35
49.987	4.861	house	59
59.002	2.483	house	22
65.451	3.398	house	56
72.467	5.259	house	16
81.549	2.87	house	12
86.831	2.8	house	59
93.997	4.548	house	73
102.296	3.081	house	51
109.395	3.813	house	62
117.644	3.909	house	32
124.643	4.182	house	20
130.625	4.266	house	26
136.091	4.676	house	70
143.707	3.86	house	69
151.656	5.336	house	75
158.388	3.35	house	78
163.754	3.741	house	6
169.17	2.48	house	1
174.669	3.966	house	56
182.318	4.66	house	69
187.917	2.892	house	6
194.3	2.962	house	18
198.133	2.84	house	7
201.765	4.006	house	83
208.248	4.288	house	63
213.13	4.481	house	66
218.28	2.982	house	53
225.762	3.578	house	69
232.228	3.145	house	1
238.127	3.078	house	32
245.426	2.839	house	65
251.542	1.852	house	4
255.458	3.414	house	47
262.09	2.96	house	13
266.79	2.055	house	5
271.522	3.87	house	70
277.271	3.45	house	72
282.254	2.912	house	12
287.453	2.283	house	29
290.886	3.716	house	66
295.886	4.835	house	99
302.935	4.651	house	78
310.733	2.927	house	1
315.816	3.321	house	88
321.749	4.052	house	24
326.531	2.198	house	78
330.331	2.9	house	68
334.563	3.105	house	100
341.029	3.757	house	83
348.195	3.319	house	76
352.994	4.083	house	60
359.61	3.88	house	63
367.376	3.917	house	83
