onset	duration	trial_type	score
7.973	3.76	painting	56
15.222	3.638	painting	66
19.871	2.965	painting	46
25.654	3.867	painting	24
31.87	3.678	painting	19
36.419	4.427	painting	82
41.985	4.192	painting	40
48.317	3.371	painting	59
55.433	3.722	painting	51
60.082	7.391	painting	24
69.881	4.386	painting	37
77.613	3.624	painting	44
82.446	4.527	painting	66
89.978	3.545	painting	60
94.861	4.725	painting	52
102.66	6.165	painting	62
112.858	5.582	painting	43
119.857	4.706	painting	64
128.523	4.438	painting	57
134.905	6.15	painting	13
144.687	4.484	painting	83
150.653	5.617	painting	11
160.435	5.044	painting	90
166.551	5.659	painting	68
175.9	3.789	painting	20
181.432	7.944	painting	35
192.797	4.826	painting	18
200.513	5.744	painting	85
210.545	4.236	painting	65
217.394	5.715	painting	1
226.259	6.837	painting	10
237.324	4.056	painting	1
241.907	5.693	painting	21
249.889	5.166	painting	7
257.538	5.253	painting	43
264.67	4.171	painting	87
270.853	5.105	painting	84
276.569	5.479	painting	7
284.601	4.566	painting	60
291.383	5.644	painting	6
298.716	4.048	painting	3
304.315	5.031	painting	20
312.03	3.536	painting	30
319.996	3.191	painting	4
323.912	2.5	painting	1
327.212	3.542	painting	76
335.111	4.534	painting	41
341.46	2.818	painting	60
348.775	4.019	painting	70
354.075	4.17	painting	10
361.524	3.492	painting	9
368.906	5.355	painting	48
376.338	3.454	painting	19
383.604	3.244	painting	51
390.07	2.94	painting	1
395.769	5.166	painting	47
403.884	3.803	painting	13
411.783	3.356	painting	7
418.699	3.201	painting	14
422.565	4.031	painting	1
